K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
21,KEPULAUAN RIAU,,,,,,,
21.01,KAB. BINTAN,,,10,15,36,"1.317,149","Perubahan Nama Kab. Kepri, PP No. 5/2006.
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Singkep,,,,"Menjadi Wil. Kab. Lingga, UU. No. 31/2003"
,,,,,,,,
,,,,Lingga,,,,"Menjadi Wil. Kab. Lingga, UU. No. 31/2003"
,,,,,,,,
,,,,Senayang,,,,"Menjadi Wil. Kab. Lingga, UU. No. 31/2003"
,,,,,,,,
21.01.04,,,,1Gunung Kijang,1,3,,
21.01.04.2001,,,,,,1 Gunung Kijang,,
21.01.04.2002,,,,,,2 Malang Rapat,,
21.01.04.2003,,,,,,3 Teluk Bakau,,
,,,,,,Toapaya,,"Menjadi wil. Kec. Toapaya, Perda No. 12/2007"
21.01.04.1005,,,,,1Kawal,,,Perda No. 12/2004
,,,,,,Toapaya Utara,,"Perda No. 8/2005, Menjadi wil. Kec. Toapaya, Perda No. 12/2007"
,,,,,,Toapaya Selatan,,"Perda No. 8/2005, Menjadi wil. Kec. Toapaya, Perda No. 12/2007"
,,,,,Toapaya Asri,,,"Perda No. 11/2007, Menjadi wil Kec.Toapaya, Perda No. 12/2007"
,,,,Singkep Barat,,,,"Menjadi Wil. Kab. Lingga, UU. No. 31/2003"
,,,,,,,,
21.01.06,,,,2Bintan Timur,4,-,,
,,,,,Kijang,,,Perda No. 12/2005
,,,,,,Kelong,,"Menjadi wil Kec. Bintan Pesisir, Perda No. 12/2007"
,,,,,,Mantang Baru,,"Menjadi wil Kec. Mantang, Perda No. 12/2007"
,,,,,,Mantang Besar,,"Menjadi wil Kec. Mantang, Perda No. 12/2007"
,,,,,,Mantang Lama,,"Menajdi wil Kec. Mantang, Perda No. 12/2007"
,,,,,,Mapur,,"Menjadi wil Kec. Bintan Pesisir, Perda No. 12/2007"
,,,,,,Numbing,,Menajdi wil Kec. Bintan Pesisir Perda No. 12/2007
21.01.06.1008,,,,,1Kijang Kota,,,Perda No. 12/2005
21.01.06.1009,,,,,2Sungai Lekop,,,Perda No. 12/2005
21.01.06.1010,,,,,3Gunung Lengkuas,,,Perda No. 12/2005
21.01.06.1011,,,,,4Sungai Enam,,,Perda No. 12/2005
,,,,,,Dendun,,"Perda No. 11/2007, Menjadi wil Kec. Mantang, Perda No. 12/2007"
,,,,,,Air Gelubi,,"Perda No. 11/2007, Menjadi wil Kec. Bintan Pesisir, Perda No. 12/2007"
21.01.07,,,,3Bintan Utara,4,1,,
21.01.07.1001,,,,,1Tanjung Uban Kota,,,
21.01.07.1002,,,,,2Tanjung Uban Utara,,,
,,,,,,,,
