NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,71.06,6 KAB. MINAHASA UTARA,Air Madidi,,,10,6,125,996,223.755,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,71.06.01,1 Kema,,,,,,10,,,
,71.06.02,2 Kauditan,,,,,,12,,,
,71.06.03,3 Airmadidi,,,,,6,3,,,
,71.06.04,4 Wori,,,,,,20,,,
,71.06.05,5 Dimembe,,,,,,11,,,
,71.06.06,6 Likupang Barat,,,,,,20,,,
,71.06.07,7 Likupang Timur,,,,,,18,,,
,71.06.08,8 Kalawat,,,,,,12,,,
,71.06.09,9 Talawaan,,,,,,12,,,Perda No. 2/2006
,71.06.10,10 Likupang Selatan,,,,,,7,,,Perda No. 1/2008
,71.07,7 KAB. MINAHASA TENGGARA,Ratahan,,,12,9,135,753,118.848,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,71.07.01,1 Ratahan,,,,,9,2,,,Semula wil. Kab Minahasa Selatan
,71.07.02,2 Pusomaen,,,,,,15,,,Semula wil. Kab Minahasa Selatan
,71.07.03,3 Belang,,,,,,20,,,Semula wil. Kab Minahasa Selatan
,71.07.04,4 Ratatotok,,,,,,15,,,Semula wil. Kab Minahasa Selatan
,71.07.05,5 Tombatu,,,,,,11,,,Semula wil. Kab Minahasa Selatan
,71.07.06,6 Touluaan,,,,,,10,,,Semula wil. Kab Minahasa Selatan
,71.07.07,7 Touluaan Selatan,,,,,,10,,,
,71.07.08,8 Silian Raya,,,,,,10,,,
,71.07.09,9 Tombatu Timur,,,,,,11,,,
,71.07.10,10 Tombatu Utara,,,,,,10,,,
,71.07.11,11 Pasan,,,,,,11,,,
,71.07.12,12 Ratahan Timur,,,,,,10,,,
,71.08,"8 KAB. BOLAANG
MONGONDOW UTARA",Boroko,,,6,1,106,1.644,85.707,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,71.08.01,1 Sangkub,,,,,,16,,,Semula wil. Kab. Bolaang Mongondow
,71.08.02,2 Bintauna,,,,,1,15,,,Semula wil. Kab. Bolaang Mongondow
,71.08.03,3 Bolangitang Timur,,,,,,20,,,Semula wil. Kab. Bolaang Mongondow
,71.08.04,4 Bolangitang Barat,,,,,,18,,,Semula wil. Kab. Bolaang Mongondow
,71.08.05,5 Kaidipang,,,,,,15,,,Semula wil. Kab. Bolaang Mongondow
,71.08.06,6 Pinogaluman,,,,,,22,,,Semula wil. Kab. Bolaang Mongondow
