K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.07,KAB. SINJAI,,,9,13,67,"865,244","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.07.01,,,,1Sinjai Barat,2,7,,
73.07.01.1001,,,,,1Tassililu,,,
73.07.01.1002,,,,,2Balakia,,,
73.07.01.2003,,,,,,1 Gunung Perak,,
73.07.01.2004,,,,,,2 Arabika,,
73.07.01.2005,,,,,,3 Bonto Salama,,
73.07.01.2006,,,,,,4 Turungan Baji,,
73.07.01.2007,,,,,,5 Barania,,
73.07.01.2008,,,,,,6 Boto Lempangan,,
73.07.01.2009,,,,,,7 Terasa,,
73.07.02,,,,2Sinjai Selatan,1,10,,
73.07.02.1001,,,,,1Sangiaseri,,,"Perbaikan nama kel. semula Sangianseri menjadi Sangaseri, sesuai:
Perda No. 8 Tahun 2002; dan
Surat Sekda Prov. Sulsel No. 146.4/5765/B.Pum.Otda tgl 20 Juni 2022."
73.07.02.2002,,,,,,1 Puncak,,
73.07.02.2003,,,,,,2 Songing,,
73.07.02.2004,,,,,,3 Aska,,
73.07.02.2005,,,,,,4 Talle,,
73.07.02.2006,,,,,,5 Palae,,
73.07.02.2007,,,,,,6 Bulu Kamase,,
73.07.02.2008,,,,,,7 Palangka,,
73.07.02.2009,,,,,,8 Polewali,,
73.07.02.2010,,,,,,9 Gareccing,,
73.07.02.2011,,,,,,10 Alenangka,,
73.07.03,,,,3Sinjai Timur,1,12,,
73.07.03.1001,,,,,1Samataring,,,"Perbaikan nama kel. semula Semataring menjadi Samataring, sesuai;
Perda No. 8 Tahun 2002; dan
Surat Sekda Prov. Sulsel No. 146.4/5765/B.Pum.Otda tgl 20 Juni 2022."
73.07.03.2002,,,,,,1 Sanjai,,
73.07.03.2003,,,,,,2 Pattalassang,,
73.07.03.2004,,,,,,3 Panaikang,,
73.07.03.2005,,,,,,4 Saukang,,
73.07.03.2006,,,,,,5 Kampala,,
73.07.03.2007,,,,,,6 Lasiai,,
73.07.03.2008,,,,,,7 Biroro,,
73.07.03.2009,,,,,,8 Kaloling,,
,,,,,,,,
