K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.06.08.2007,,,,,,7 Krandegan,,
33.06.08.2008,,,,,,8 Tanjungrejo,,
33.06.08.2009,,,,,,9 Dewi,,
33.06.08.2010,,,,,,10 Tangkisan,,
33.06.08.2011,,,,,,11 Jatingarang,,
33.06.08.2012,,,,,,12 Bandungkidul,,
33.06.08.2013,,,,,,13 Bandungrejo,,
33.06.08.2014,,,,,,14 Besole,,
33.06.08.2015,,,,,,15 Botorejo,,
33.06.08.2016,,,,,,16 Botodaleman,,
33.06.08.2017,,,,,,17 Dukuhrejo,,
33.06.08.2018,,,,,,18 Grantung,,
33.06.08.2019,,,,,,19 Kalimiru,,
33.06.08.1020,,,,,1Sucenjurutengah,,,
33.06.08.2021,,,,,,20 Bringin,,
33.06.08.2022,,,,,,21 Bayan,,
33.06.08.2023,,,,,,22 Pekutan,,
33.06.08.2024,,,,,,23 Jrakah,,
33.06.08.2025,,,,,,24 Sambeng,,
33.06.08.2026,,,,,,25 Pucangagung,,
33.06.09,,,,9Kutoarjo,6,21,,
33.06.09.2001,,,,,,1 Kebondalem,,
33.06.09.2002,,,,,,2 Tuntungpait,,
33.06.09.2003,,,,,,3 Kiyangkongrejo,,
33.06.09.2004,,,,,,4 Suren,,
33.06.09.2005,,,,,,5 Karangwuluh,,
33.06.09.2006,,,,,,6 Purwosari,,
33.06.09.2007,,,,,,7 Kepuh,,
33.06.09.2008,,,,,,8 Majir,,
33.06.09.1009,,,,,1Bayem,,,
33.06.09.1010,,,,,2Semawung Kembaran,,,
33.06.09.2011,,,,,,9 Kuwurejo,,
33.06.09.2012,,,,,,10 Pringgowijayan,,
33.06.09.2013,,,,,,11 Sidarum,,
33.06.09.1014,,,,,3Semawung Daleman,,,"Koreksi nama Kel. Semula Kel Semawungdaleman mjd Semawung
Daleman. Surat Sekda Purworejo tgl 20 mei 2015"
33.06.09.1015,,,,,4Bandung,,,
33.06.09.1016,,,,,5Kutoarjo,,,
33.06.09.1017,,,,,6Katerban,,,
33.06.09.2018,,,,,,12 Pacor,,
,,,,,,,,
