K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.01.07.2019,,,,,,8 Muara Selayah,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.07.2020,,,,,,9 Sungai Rambai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.07.2021,,,,,,10 Tanjung Harapan,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Mayang Pongkai,,"Menjadi wil. Kec. Kampar Kiri Tengah, Perda No 22 /2003"
14.01.07.2023,,,,,,11 Sungai Raja,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Koto Damai,,"Menjadi wil. Kec. Kampar Kiri Tengah, Perda No 22 /2003"
,,,,,,Utama Karya,,"Menjadi wil. Kec. Kampar Kiri Tengah, Perda No 22 /2003"
14.01.07.2026,,,,,,12 Sungai Sarik,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.07.1027,,,,,1Lipat Kain,,,
14.01.07.2028,,,,,,13 Lipat Kain Utara,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.07.2029,,,,,,14 Lipat Kain Selatan,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.07.2030,,,,,,15 Kuntu Darussalam,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.07.2031,,,,,,16 Tanjung Mas,,"Pemekaran sebagian Desa Tanjung Harapan Perda No. 17/2011,
Perbaikan nama sesuai Surat Gub Riau No. 410/DPMD/07.20 tgl 20
Sept 2018 dan Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
14.01.07.2032,,,,,,17 Sungai Harapan,,"Pemekaran sebagian Desa IV Koto Setangkai Perda No. 17/2011,
Perbaikan nama sesuai Surat Gub Riau No. 410/DPMD/07.20 tgl 20
Sept 2018 dan Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
14.01.07.2033,,,,,,18 Sungai Liti,,"Pemekaran sebagian Desa Padang Sawah Perda No. 17/2011,
Perbaikan nama sesuai Surat Gub Riau No. 410/DPMD/07.20 tgl 20
Sept 2018 dan Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
,,,,,,,,
