NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.13.18,18 Gending,,,,,,13,,,
,35.13.19,19 Dringu,,,,,,14,,,
,35.13.20,20 Tegalsiwalan,,,,,,12,,,
,35.13.21,21 Sumberasih,,,,,,13,,,
,35.13.22,22 Wonomerto,,,,,,11,,,
,35.13.23,23 Tongas,,,,,,14,,,
,35.13.24,24 Lumbang,,,,,,10,,,
,35.14,14 KAB. PASURUAN,Pasuruan,,,24,24,341,1.493,1.606.807,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.14.01,1 Purwodadi,,,,,,13,,,
,35.14.02,2 Tutur,,,,,,12,,,
,35.14.03,3 Puspo,,,,,,7,,,
,35.14.04,4 Lumbang,,,,,,12,,,
,35.14.05,5 Pasrepan,,,,,,17,,,
,35.14.06,6 Kejayan,,,,,1,24,,,
,35.14.07,7 Wonorejo,,,,,,15,,,
,35.14.08,8 Purwosari,,,,,1,14,,,
,35.14.09,9 Sukorejo,,,,,,19,,,
,35.14.10,10 Prigen,,,,,3,11,,,
,35.14.11,11 Pandaan,,,,,4,14,,,
,35.14.12,12 Gempol,,,,,,15,,,
,35.14.13,13 Beji,,,,,2,12,,,
,35.14.14,14 Bangil,,,,,11,4,,,
,35.14.15,15 Rembang,,,,,,17,,,
,35.14.16,16 Kraton,,,,,,25,,,
,35.14.17,17 Pohjentrek,,,,,,9,,,
,35.14.18,18 Gondangwetan,,,,,1,19,,,
,35.14.19,19 Winongan,,,,,,18,,,
,35.14.20,20 Grati,,,,,1,14,,,
,35.14.21,21 Nguling,,,,,,15,,,
,35.14.22,22 Lekok,,,,,,11,,,
,35.14.23,23 Rejoso,,,,,,16,,,
,35.14.24,24 Tosari,,,,,,8,,,
