K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.22.12.2021,,,,,,21 Sumuragung,,
35.22.12.2022,,,,,,22 Jatigede,,
35.22.12.2023,,,,,,23 Talun,,
35.22.12.2024,,,,,,24 Bogangin,,
35.22.12.2025,,,,,,25 Sumberharjo,,
35.22.12.2026,,,,,,26 Margoagung,,
35.22.13,,,,13Balen,-,23,,
35.22.13.2001,,,,,,1 Sidobandung,,
35.22.13.2002,,,,,,2 Mayangkawis,,
35.22.13.2003,,,,,,3 Kenep,,
35.22.13.2004,,,,,,4 Pohbogo,,
35.22.13.2005,,,,,,5 Penganten,,
35.22.13.2006,,,,,,6 Bulaklo,,
35.22.13.2007,,,,,,7 Bulu,,
35.22.13.2008,,,,,,8 Kemamang,,
35.22.13.2009,,,,,,9 Ngadiluhur,,
35.22.13.2010,,,,,,10 Kabunan,,
35.22.13.2011,,,,,,11 Sobontoro,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.13.2012,,,,,,12 Suwaloh,,
35.22.13.2013,,,,,,13 Balenrejo,,
35.22.13.2014,,,,,,14 Margomulyo,,
35.22.13.2015,,,,,,15 Lengkong,,
35.22.13.2016,,,,,,16 Mulyoagung,,
35.22.13.2017,,,,,,17 Sekaran,,
35.22.13.2018,,,,,,18 Prambatan,,
35.22.13.2019,,,,,,19 Kedungdowo,,
35.22.13.2020,,,,,,20 Kedungbondo,,"perbaikan nama dari Kedungbendo menjadi Kedungbondo,surat bupati
bojonegoro no 146.4/434/412.2211/2021 tanggal 31 maret 2021"
35.22.13.2021,,,,,,21 Pilanggede,,
35.22.13.2022,,,,,,22 Sarirejo,,
35.22.13.2023,,,,,,23 Mulyorejo,,
35.22.14,,,,14Kapas,-,21,,
35.22.14.2001,,,,,,1 Kumpulrejo,,
35.22.14.2002,,,,,,2 Bendo,,
35.22.14.2003,,,,,,3 Padangmentoyo,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.14.2004,,,,,,4 Tapelan,,
35.22.14.2005,,,,,,5 Bangilan,,
35.22.14.2006,,,,,,6 Sembung,,
35.22.14.2007,,,,,,7 Tanjungharjo,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.14.2008,,,,,,8 Wedi,,
,,,,,,,,
