NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,21.03.24,17 Pulau Seluan,,,,,,2,,,"Pemekaran sebagian wil. Kec. Bunguran Utara, sesuai:
Perda No. 14 Tahun 2021; dan
Surat Gubernur Kep. Riau No. 140/2462/B.PEMTAS-SET/2021 tgl 29
November 2021."
,21.04,4 KAB. LINGGA,Daik Lingga,,,13,9,75,2.211,102.150,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
,21.04.01,1 Singkep,,,,,3,3,,,
,21.04.02,2 Lingga,,,,,2,10,,,
,21.04.03,3 Senayang,,,,,1,4,,,
,21.04.04,4 Singkep Barat,,,,,1,11,,,
,21.04.05,5 Lingga Utara,,,,,1,9,,,
,21.04.06,6 Singkep Pesisir,,,,,,6,,,"Pemekaran sebagian Kec. Singkep, Perda No. 4/2012"
,21.04.07,7 Lingga Timur,,,,,,8,,,"Pemekaran sebagian Kec. Lingga, Perda No. 6/2012"
,21.04.08,8 Selayar,,,,,,4,,,"Pemekaran sebagian Kec. Lingga, Perda No. 19/2012"
,21.04.09,9 Singkep Selatan,,,,,1,3,,,"Pemekaran sebagian wil Kec. Singkep, Perda No. 5/2012"
,21.04.10,10 Kepulauan Posek,,,,,,3,,,"Pemekaran sebagian wil Kec. Singkep Barat, Perda No. 6/2014"
,21.04.11,11 Katang Bidare,,,,,,5,,,"Pemekaran sebagian wil Kec. Senayang, Perda No. 3/2018"
,21.04.12,12 Temiang Pesisir,,,,,,3,,,"Pemekaran sebagian wil Kec. Senayang, Perda No. 3/2018"
,21.04.13,13 Bakung Serumpun,,,,,,6,,,"Pemekaran sebagian wil Kec. Senayang, Perda No. 3/2018"
,21.05,5 KAB. KEPULAUAN ANAMBAS,Tarempa,,,10,2,52,627,48.084,"UU No. 33/2008.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
,21.05.01,1 Siantan,,,,,1,6,,,Semula wil. Kab. Natuna
,21.05.02,2 Palmatak,,,,,,7,,,Semula wil. Kab. Natuna
,21.05.03,3 Siantan Timur,,,,,,6,,,Semula wil. Kab. Natuna
,21.05.04,4 Siantan Selatan,,,,,,7,,,Semula wil. Kab. Natuna
,21.05.05,5 Jemaja Timur,,,,,,4,,,Semula wil. Kab. Natuna
,21.05.06,6 Jemaja,,,,,1,5,,,Semula wil. Kab. Natuna
,21.05.07,7 Siantan Tengah,,,,,,6,,,Semula wil. Kab. Natuna
,21.05.08,8 Siantan Utara,,,,,,3,,,"Pemekaran sebagian wil Kec. Palmatak, Perda No. 3/2018"
,21.05.09,9 Jemaja Barat,,,,,,3,,,"Pemekaran sebagian wil Kec. Jemaja, Perda No. 3/2018"
,21.05.10,10 Kute Siantan,,,,,,5,,,"Pemekaran sebagian wil Kec. Palmatak, Perda No. 4/2019 dan ND Dir."
