Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
71.10.40003,Pulau Laga Besar,,"00°34'22.94"" U 124°33'58.37"" T",TBP
71.10.40004,Pulau Laga Kecil,,"00°34'10.64"" U 124°33'55.56"" T",TBP
71.10.40006,Pulau Nenas,,"00°46'45.99"" U 124°39'20.99"" T",TBP
71.10.40007,Pulau Ponogaguan,,"00°42'36.46"" U 124°37'27.90"" T",TBP
71.10.40008,Pulau Racun,,"00°48'44.00"" U 124°42'08.62"" T",TBP
71.10.40009,Pulau Tanjung Merah,,"00°41'59.41"" U 124°36'55.25"" T",TBP
71.10.40010,Pulau Lampu,,"00°26'51.00"" U 124°28'41.00"" T",TBP
71.11,KAB. BOLAANG MONGONDOW SELATAN,5,,
71.11.40001,Pulau Babi,,"00°27'02.99"" U 124°27'42.00"" T",TBP
71.11.40002,Pulau Bango,,"00°25'47.15"" U 124°21'28.58"" T",TBP
71.11.40003,Pulau Kelapa,,"00°26'08.00"" U 124°20'03.00"" T",TBP
71.11.40004,Pulau Pondan Mointok,,"00°25'04.79"" U 124°21'06.36"" T",TBP
71.11.40005,Pulau Pondan Moloben,,"00°25'32.32"" U 124°21'42.19"" T",TBP
71.71,KOTA MANADO,3,,
71.71.40001,Pulau Bunaken,,"01°37'22.75"" U 124°45'54.87"" T",BP
71.71.40002,Pulau Manado Tua,,"01°37'59.56"" U 124°41'49.46"" T",BP
71.71.40003,Pulau Siladen,,"01°37'51.55"" U 124°48'09.31"" T",BP
71.72,KOTA BITUNG,23,,
71.72.40001,Pulau Abadi,,"01°26'00.32"" U 125°12'19.78"" T",TBP
71.72.40002,Pulau Batu Sempung,,"01°24'14.70"" U 125°10'36.73"" T",TBP
71.72.40003,Pulau Batu Timbul,,"01°32'26.30"" U 125°17'36.83"" T",TBP
71.72.40004,Pulau Batukapal Besar,,"01°32'38.60"" U 125°17'40.07"" T",TBP
71.72.40005,Pulau Batukapal Kecil,,"01°33'09.35"" U 125°17'39.41"" T",TBP
71.72.40006,Pulau Burung,,"01°32'20.52"" U 125°17'35.96"" T",TBP
71.72.40007,Pulau Burung,,"01°29'17.27"" U 125°15'22.71"" T",
71.72.40008,Pulau Dua,,"01°23'22.99"" U 125°12'54.00"" T",TBP
71.72.40009,Pulau Konde,,"01°23'59.40"" U 125°10'07.84"" T",TBP
71.72.40010,Pulau Lembeh,,"01°25'19.09"" U 125°13'52.69"" T",BP
71.72.40011,Pulau Mandolang,,"01°24'31.47"" U 125°15'26.18"" T",TBP
71.72.40012,Pulau Napokering,,"01°23'26.06"" U 125°09'34.48"" T",TBP
71.72.40013,Pulau Oda,,"01°32'34.53"" U 125°17'38.18"" T",TBP
71.72.40014,Pulau Punteng,,"01°36'10.62"" U 125°09'51.75"" T",TBP
71.72.40015,Pulau Putus,,"01°31'22.53"" U 125°16'36.47"" T",TBP
71.72.40016,Pulau Putus Kecil,,"01°31'23.57"" U 125°16'40.02"" T",TBP
71.72.40017,Pulau Sarena Besar,,"01°27'36.00"" U 125°13'57.00"" T",TBP
71.72.40018,Pulau Sarena Besar Utara,,"01°27'45.45"" U 125°13'57.07"" T",TBP
71.72.40019,Pulau Sarena Kecil,,"01°27'21.12"" U 125°13'27.17"" T",TBP
71.72.40020,Pulau Sarena Kecil Selatan,,"01°27'16.79"" U 125°13'26.24"" T",TBP
71.72.40021,Pulau Sarena Kecil Timur,,"01°27'21.36"" U 125°13'36.66"" T",TBP
71.72.40022,Pulau Sarena Kecil Utara,,"01°27'23.77"" U 125°13'32.24"" T",TBP
