K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.07.09.2005,,,,,,4 Bandar Gugung,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.09.2006,,,,,,5 Bandar Meriah,,
12.07.09.2007,,,,,,6 Batu Gingging,,
12.07.09.2008,,,,,,7 Bangun Purba,,
12.07.09.2009,,,,,,"8 Bangun Purba
Tengah",,
12.07.09.2010,,,,,,9 Begerpang,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.09.2011,,,,,,10 Batu Rata,,
12.07.09.2012,,,,,,11 Cimahi,,
,,,,,,Damak Gelugur,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
12.07.09.2014,,,,,,12 Damak Maliho,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.09.2015,,,,,,13 Greahan,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
,,,,,,Kulasar,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
12.07.09.2017,,,,,,"14 Marombun Ujung
Jawi",,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.09.2018,,,,,,15 Marombun Barat,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.09.2019,,,,,,16 Mabar,,
12.07.09.2020,,,,,,17 Perguroan,,
,,,,,,Pagar Manik,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
,,,,,,Pamah,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
12.07.09.2023,,,,,,18 Rumah Deleng,,
12.07.09.2024,,,,,,19 Sibaganding,,
12.07.09.2025,,,,,,20 Sialang,,
,,,,,,Silinda,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
12.07.09.2027,,,,,,21 Sukaluwei,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
,,,,,,Sungai Buaya,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
,,,,,,Tarean,,"Menjadi wil. Kec. Silinda Kab. Serdang Bedagai, UU No. 36/2003,
Perda Sergai No. 6/2006"
,,,,,,,,
