K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36.01.29.2006,,,,,,6 Kubangkampil,,Semula wil. Kec. Patia
36.01.29.2007,,,,,,7 Sidamukti,,Semula wil. Kec. Patia
36.01.29.2008,,,,,,8 Cibungur,,Semula wil. Kec. Patia
36.01.29.2009,,,,,,9 Weru,,Semula wil. Kec. Patia
36.01.29.2010,,,,,,10 Cikuya,,Semula wil. Kec. Patia
36.01.30,,,,30Mekarjaya,-,8,,Perda No. 1/2005
36.01.30.2001,,,,,,1 Kadubelang,,Semula wil. Kec. Cimanuk
36.01.30.2002,,,,,,2 Pareang,,Semula wil. Kec. Cimanuk
36.01.30.2003,,,,,,3 Wirasinga,,Semula wil. Kec. Cimanuk
36.01.30.2004,,,,,,4 Rancabugel,,Semula wil. Kec. Cimanuk
36.01.30.2005,,,,,,5 Kadujangkung,,Semula wil. Kec. Banjar
36.01.30.2006,,,,,,6 Medong,,Semula wil. Kec. Banjar
36.01.30.2007,,,,,,7 Sukamulya,,Semula wil. Kec. Banjar
36.01.30.2008,,,,,,8 Mekarjaya,,Semula wil. Kec. Banjar
36.01.31,,,,31Sindangresmi,-,9,,Perda No. 1/2005
36.01.31.2001,,,,,,1 Ciodeng,,Semula wil. Kec. Munjul
36.01.31.2002,,,,,,2 Pasirtenjo,,Semula wil. Kec. Munjul
36.01.31.2003,,,,,,3 Bojongmanik,,Semula wil. Kec. Munjul
36.01.31.2004,,,,,,4 Campakawarna,,Semula wil. Kec. Munjul
36.01.31.2005,,,,,,5 Pasirloa,,Semula wil. Kec. Munjul
36.01.31.2006,,,,,,6 Pasirlancar,,Semula wil. Kec. Munjul
36.01.31.2007,,,,,,7 Sindangresmi,,Semula wil. Kec. Munjul
36.01.31.2008,,,,,,8 Pasirdurung,,Semula wil. Kec. Munjul
36.01.31.2009,,,,,,9 Kadumalati,,Semula wil. Kec. Munjul
36.01.32,,,,32Pulosari,-,9,,Perda No. 2/2007
36.01.32.2001,,,,,,1 Koranji,,Semula wil. Kec. Menes
36.01.32.2002,,,,,,2 Banjarwangi,,Semula wil. Kec. Menes
36.01.32.2003,,,,,,3 Sukasari,,Semula wil. Kec. Menes
36.01.32.2004,,,,,,4 Karyawangi,,Semula wil. Kec. Menes
36.01.32.2005,,,,,,5 Sukaraja,,Semula wil. Kec. Jiput
36.01.32.2006,,,,,,6 Kaduhejo,,Semula wil. Kec. Cisata
36.01.32.2007,,,,,,7 Banjarnegara,,Semula wil. Kec. Cisata
36.01.32.2008,,,,,,8 Sanghiangdengdek,,Semula wil. Kec. Cisata
36.01.32.2009,,,,,,9 Cilentung,,Semula wil. Kec. Cisata
36.01.33,,,,33Koroncong,-,12,,Perda No. 2/2007
36.01.33.2001,,,,,,1 Sukajaya,,Semula wil. Kec. Cadasari
36.01.33.2002,,,,,,2 Awilega,,Semula wil. Kec. Cadasari
36.01.33.2003,,,,,,3 Gerendong,,Semula wil. Kec. Karang Tanjung
36.01.33.2004,,,,,,4 Koroncong,,Semula wil. Kec. Karang Tanjung
36.01.33.2005,,,,,,5 Pakuluran,,Semula wil. Kec. Karang Tanjung
