NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XVII,51,BALI,,8,1,57,80,636,5.590,4.287.193,
,51.01,1 KAB. JEMBRANA,Negara,,,5,10,41,849,325.879,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.01.01,1 Negara,,,,,4,8,,,
,51.01.02,2 Mendoyo,,,,,1,10,,,
,51.01.03,3 Pekutatan,,,,,,8,,,
,51.01.04,4 Melaya,,,,,1,9,,,
,51.01.05,5 Jembrana,,,,,4,6,,,Perda No. 19/2006
,51.02,2 KAB. TABANAN,Tabanan,,,10,0,133,849,465.086,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.02.01,1 Selemadeg,,,,,,10,,,
,51.02.02,2 Selemadeg Timur,,,,,,10,,,"Perbaikan nama kecamatan semula Salamadeg Timur menjadi Selemadeg
Timur, sesuai Surat Bupati Tabanan No 146/3325/Pem Tanggal
10-12-2021 Hal Klarifikasi Toponim Kecamatan."
,51.02.03,3 Selemadeg Barat,,,,,,11,,,"Perbaikan nama kecamatan semula Salamadeg Barat menjadi Selemadeg
Barat sesuai Surat Bupati Tabanan No 146/3325/Pem Tanggal
10-12-2021 Hal Klarifikasi Toponim Kecamatan."
,51.02.04,4 Kerambitan,,,,,,15,,,
,51.02.05,5 Tabanan,,,,,,12,,,
,51.02.06,6 Kediri,,,,,,15,,,
,51.02.07,7 Marga,,,,,,16,,,
,51.02.08,8 Penebel,,,,,,18,,,
,51.02.09,9 Baturiti,,,,,,12,,,
,51.02.10,10 Pupuan,,,,,,14,,,
,51.03,3 KAB. BADUNG,"Mangupura, Kec. Meng",wi,,6,16,46,399,517.969,"Pemindahan Ibukota PP No. 67/2009.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.03.01,1 Kuta,,,,,5,,,,
,51.03.02,2 Mengwi,,,,,5,15,,,
,51.03.03,3 Abiansemal,,,,,,18,,,
,51.03.04,4 Petang,,,,,,7,,,
,51.03.05,5 Kuta Selatan,,,,,3,3,,,
,51.03.06,6 Kuta Utara,,,,,3,3,,,
