NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.16.14,14 Gedeg,,,,,,14,,,
,35.16.15,15 Kemlagi,,,,,,20,,,
,35.16.16,16 Jetis,,,,,,16,,,
,35.16.17,17 Dawarblandong,,,,,,18,,,
,35.16.18,18 Mojoanyar,,,,,,12,,,
,35.17,17 KAB. JOMBANG,Jombang,,,21,4,302,1.110,1.352.361,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.17.01,1 Perak,,,,,,13,,,
,35.17.02,2 Gudo,,,,,,18,,,
,35.17.03,3 Ngoro,,,,,,13,,,
,35.17.04,4 Bareng,,,,,,13,,,
,35.17.05,5 Wonosalam,,,,,,9,,,
,35.17.06,6 Mojoagung,,,,,,18,,,
,35.17.07,7 Mojowarno,,,,,,19,,,
,35.17.08,8 Diwek,,,,,,20,,,
,35.17.09,9 Jombang,,,,,4,16,,,
,35.17.10,10 Peterongan,,,,,,14,,,
,35.17.11,11 Sumobito,,,,,,21,,,
,35.17.12,12 Kesamben,,,,,,14,,,
,35.17.13,13 Tembelang,,,,,,15,,,
,35.17.14,14 Ploso,,,,,,13,,,
,35.17.15,15 Plandaan,,,,,,13,,,
,35.17.16,16 Kabuh,,,,,,16,,,
,35.17.17,17 Kudu,,,,,,11,,,
,35.17.18,18 Bandarkedungmulyo,,,,,,11,,,
,35.17.19,19 Jogoroto,,,,,,11,,,
,35.17.20,20 Megaluh,,,,,,13,,,
,35.17.21,21 Ngusikan,,,,,,11,,,
,35.18,18 KAB. NGANJUK,Nganjuk,,,20,20,264,1.289,1.134.617,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.18.01,1 Sawahan,,,,,,9,,,
,35.18.02,2 Ngetos,,,,,,9,,,
,35.18.03,3 Berbek,,,,,,19,,,
,35.18.04,4 Loceret,,,,,,22,,,
,35.18.05,5 Pace,,,,,,18,,,
