NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
V,15,JAMBI,,9,2,144,171,1414,49.027,3.642.763,
,15.01,1 KAB. KERINCI,Siulak,,,18,2,285,3.445,257.781,"PP No. 27/2011 Pemindahan Ibukota Kab.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,15.01.01,1 Gunung Raya,,,,,1,11,,,
,15.01.02,2 Danau Kerinci,,,,,,13,,,
,15.01.04,3 Sitinjau Laut,,,,,,14,,,
,15.01.05,4 Air Hangat,,,,,,16,,,
,15.01.06,5 Gunung Kerinci,,,,,1,15,,,
,15.01.07,6 Batang Merangin,,,,,,9,,,
,15.01.08,7 Keliling Danau,,,,,,18,,,
,15.01.09,8 Kayu Aro,,,,,,21,,,
,15.01.11,9 Air Hangat Timur,,,,,,25,,,
,15.01.15,10 Gunung Tujuh,,,,,,13,,,Perda No. 3 / 2006
,15.01.16,11 Siulak,,,,,,26,,,Perda No. 5 / 2006
,15.01.17,12 Depati Tujuh,,,,,,20,,,Perda No. 9 / 2006
,15.01.18,13 Siulak Mukai,,,,,,14,,,"Pemekaran sebagian wil Kec. Siulak, Perda No. 13/2012"
,15.01.19,14 Kayu Aro Barat,,,,,,17,,,"Pemekaran sebagian wil Kec. Kayu Aro, Perda No. 14/2012"
,15.01.20,15 Bukitkerman,,,,,,15,,,"Pemekaran sebagian wil Kec. Gunungraya dan Kec. Batang Merangin,
Perda No. 15/2012"
,15.01.21,16 Air Hangat Barat,,,,,,12,,,"Pemekaran sebagian wil Kec. Air Hangat, Perda No. 16/2012"
,15.01.22,17 Tanah Cogok,,,,,,12,,,"Pemekaran sebagian wil Kec. Danau Kerinci dan Kec. Sitinjau Laut
sesuai Perda No. 13/2019 dan ND Dir Dekon No.
1394/TU/DK/SDV/2019 tgl 18 Des 2019."
,15.01.23,18 Danau Kerinci Barat,,,,,,14,,,"Pemekaran sebagian wil Kec. Keliling Danau sesuai Perda No. 14/2019
dan ND Dir Dekon No. 1394/TU/DK/SDV/2019 tgl 18 Des 2019."
,15.02,2 KAB. MERANGIN,Bangko,,,24,10,205,7.540,373.472,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,15.02.01,1 Jangkat,,,,,,11,,,
,15.02.02,2 Bangko,,,,,4,4,,,
,15.02.03,3 Muara Siau,,,,,,17,,,
,15.02.04,4 Sungai Manau,,,,,,10,,,
,15.02.05,5 Tabir,,,,,5,6,,,
,15.02.06,6 Pamenang,,,,,1,13,,,
