NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XIV,34,DAERAH ISTIMEWA YOGYAKARTA,,4,1,78,46,392,3.171,3.677.522,
,34.01,1 KAB. KULON PROGO,Wates,,,12,1,87,577,443.361,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,34.01.01,1 Temon,,,,,,15,,,
,34.01.02,2 Wates,,,,,1,7,,,
,34.01.03,3 Panjatan,,,,,,11,,,
,34.01.04,4 Galur,,,,,,7,,,
,34.01.05,5 Lendah,,,,,,6,,,
,34.01.06,6 Sentolo,,,,,,8,,,
,34.01.07,7 Pengasih,,,,,,7,,,
,34.01.08,8 Kokap,,,,,,5,,,
,34.01.09,9 Girimulyo,,,,,,4,,,
,34.01.10,10 Nanggulan,,,,,,6,,,
,34.01.11,11 Samigaluh,,,,,,7,,,
,34.01.12,12 Kalibawang,,,,,,4,,,
,34.02,2 KAB. BANTUL,Bantul,,,17,0,75,512,957.352,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,34.02.01,1 Srandakan,,,,,,2,,,
,34.02.02,2 Sanden,,,,,,4,,,
,34.02.03,3 Kretek,,,,,,5,,,
,34.02.04,4 Pundong,,,,,,3,,,
,34.02.05,5 Bambanglipuro,,,,,,3,,,
,34.02.06,6 Pandak,,,,,,4,,,
,34.02.07,7 Pajangan,,,,,,3,,,
,34.02.08,8 Bantul,,,,,,5,,,
,34.02.09,9 Jetis,,,,,,4,,,
,34.02.10,10 Imogiri,,,,,,8,,,
,34.02.11,11 Dlingo,,,,,,6,,,
,34.02.12,12 Banguntapan,,,,,,8,,,
,34.02.13,13 Pleret,,,,,,5,,,
,34.02.14,14 Piyungan,,,,,,3,,,
,34.02.15,15 Sewon,,,,,,4,,,
,34.02.16,16 Kasihan,,,,,,4,,,
