K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.05.2026,,,,,,24 Meunasah Nibong,,
11.11.05.2027,,,,,,"25 Krueng Baro Babah
Krueng",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.05.2028,,,,,,26 Krueng Baro Mesjid,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.05.2029,,,,,,27 Bayu,,
11.11.05.2030,,,,,,28 Gampong Putoh,,
11.11.05.2031,,,,,,29 Meunasah Meucap,,
11.11.05.2032,,,,,,30 Pante Ara,,
11.11.05.2033,,,,,,"31 Gampong Raya
Dagang",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.05.2034,,,,,,"32 Gampong Raya
Tambo",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.05.2035,,,,,,33 Kapa,,
11.11.05.2036,,,,,,34 Blang Panjoe,,
11.11.05.2037,,,,,,35 Pantee Lhong,,
11.11.05.2038,,,,,,36 Asan Bideun,,
,,,,,,Pulo Pisang,,
11.11.05.2040,,,,,,37 Cot Rabo Baroh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.05.2041,,,,,,38 Cot Rabo Tunong,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.05.2042,,,,,,39 Cot Nga,,
11.11.05.2043,,,,,,40 Pulo Naleung,,
11.11.05.2044,,,,,,41 Mata Mamplam,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.05.2045,,,,,,42 Alue Glumpang,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.05.2046,,,,,,43 Karieng,,
11.11.05.2047,,,,,,44 Krueng Dheu,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi.
Perubahan nama desa semula Krueng Deue menjadi Krueng Dheu,
sesuai:
Qanun 37 Tahun 2004; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.11.05.2048,,,,,,45 Cot Ijue,,
11.11.05.2049,,,,,,46 Cot Buket,,
11.11.05.2050,,,,,,47 Nicah,,
11.11.05.2051,,,,,,48 Cot Keuranji,,
11.11.05.2052,,,,,,49 Paloh,,
,,,,,,Glumpang Baroh,,"Menjadi wil. Kec. Kuala, Perda No. 41/2004."
