Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
52.06.40046,Pulau Bajopulau,,"08°34'26.60"" S 119°02'10.32"" T",BP
52.06.40047,Pulau Barusu Nggelu,,"08°45'07.73"" S 119°05'43.60"" T",TBP
52.06.40048,Pulau Donggo Wolo,,"08°50'43.32"" S 118°50'27.94"" T",
52.06.40049,Pulau Dora,,"08°43'57.22"" S 118°47'08.00"" T",TBP
52.06.40050,Pulau Genda',,"08°42'44.25"" S 118°45'06.00"" T",TBP
52.06.40051,Pulau Kamara,,"08°40'00.99"" S 119°13'27.05"" T",BP
52.06.40052,Pulau Kambing,,"08°26'57.81"" S 118°41'45.59"" T",TBP
52.06.40053,Pulau Karawo Na'E,,"08°27'49.68"" S 119°16'14.84"" T",TBP
52.06.40054,Pulau Karawo To'I,,"08°27'42.21"" S 119°16'16.84"" T",TBP
52.06.40055,Pulau Lampadana,,"08°42'57.49"" S 118°46'27.54"" T",TBP
52.06.40056,Pulau Limbu Na'E,,"08°33'25.29"" S 119°02'33.20"" T",TBP
52.06.40057,Pulau Limbu To'I,,"08°33'33.59"" S 119°02'26.43"" T",TBP
52.06.40058,Pulau Nanga,,"08°44'24.60"" S 118°41'50.32"" T",TBP
52.06.40059,Pulau Nisa Bea,,"08°43'58.80"" S 118°49'25.69"" T",TBP
52.06.40060,Pulau Nisa Jampa,,"08°44'45.62"" S 119°00'43.24"" T",
52.06.40061,Pulau Nisa Jampa,,"08°44'30.72"" S 119°00'39.92"" T",
52.06.40062,Pulau Nisa Jampa,,"08°44'43.55"" S 119°00'43.53"" T",
52.06.40063,Pulau Nisa Krawo,,"08°27'21.57"" S 119°18'59.71"" T",
52.06.40064,Pulau Nisa Mbe'E Boro,,"08°21'02.76"" S 118°16'28.56"" T",
52.06.40065,Pulau Nisa Moda Eda,,"08°45'06.19"" S 119°06'37.40"" T",
52.06.40066,Pulau Nisa Pusu,,"08°49'33.40"" S 118°48'29.17"" T",
52.06.40067,Pulau Nisa Waduruka,,"08°48'18.60"" S 118°44'43.94"" T",
52.06.40068,Pulau Oisedu,,"08°45'47.32"" S 118°51'42.42"" T",TBP
52.06.40069,Pulau Peka Na'E,,"08°32'55.03"" S 119°14'40.88"" T",TBP
52.06.40070,Pulau Peka To'I,,"08°32'48.80"" S 119°14'39.46"" T",TBP
52.06.40071,Pulau Ponda,,"08°39'57.93"" S 119°14'41.17"" T",TBP
52.06.40072,Pulau Prangga Da,,"08°39'54.88"" S 119°14'40.48"" T",TBP
52.06.40073,Pulau Prangga Kaboro,,"08°40'21.97"" S 119°14'49.21"" T",TBP
52.06.40074,Pulau Salunga,,"08°43'13.76"" S 118°46'27.23"" T",TBP
52.06.40075,Pulau Sanghyang,,"08°11'35.63"" S 119°03'51.41"" T",BP
52.06.40076,Pulau Sobu Langgudu,,"08°49'14.09"" S 118°57'14.83"" T",TBP
52.06.40077,Pulau Sura,,"08°43'59.22"" S 118°44'38.30"" T",TBP
52.06.40078,Pulau Toro Nggelu,,"08°44'49.44"" S 119°05'13.15"" T",
52.06.40079,Pulau Toro Nggelu,,"08°44'51.00"" S 119°05'16.84"" T",
52.06.40080,Pulau Toro Nggelu,,"08°45'06.18"" S 119°05'32.88"" T",
52.06.40081,Pulau Toro Nggelu,,"08°45'00.11"" S 119°05'46.10"" T",
52.06.40082,Pulau Toropinunga,,"08°28'05.65"" S 119°16'47.92"" T",TBP
52.06.40083,Pulau Toroserise,,"08°25'50.70"" S 119°20'06.00"" T",TBP
52.06.40084,Pulau Ular,,"08°25'46.12"" S 119°01'59.51"" T",TBP
52.06.40085,Pulau Uma Peka,,"08°45'38.55"" S 118°49'31.84"" T",TBP
