NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Akat,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Aswi,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Awyu,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Ayip,,,,,,,,,Pemekaran Kec. Atsj Perda No. 5/2012
,,Betcbamu,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Der Koumur,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,91.18.02,23 Atsj,,,,,,,,,
,91.19,19 KAB. SUPIORI,Sorendiweri,,,5,0,38,661,25.015,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,91.19.01,1 Supiori Selatan,,,,,,7,,,
,91.19.02,2 Supiori Utara,,,,,,5,,,
,91.19.03,3 Supiori Timur,,,,,,10,,,
,91.19.04,4 Kepulauan Aruri,,,,,,9,,,Perda No. 2/2006
,91.19.05,5 Supiori Barat,,,,,,7,,,Perda No. 6/2006
,91.20,20 KAB. MAMBERAMO RAYA,Burmeso,,,8,0,60,28.042,38.735,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,91.20.01,1 Mamberamo Tengah,,,,,,11,,,Semula wil. Kab. Sarmi
,91.20.02,2 Mamberamo Hulu,,,,,,8,,,Semula wil. Kab. Sarmi
,91.20.03,3 Rufaer,,,,,,6,,,Semula wil. Kab. Sarmi
,91.20.04,4 Mamberamo Tengah Timur,,,,,,7,,,Semula wil. Kab. Sarmi
,91.20.05,5 Mamberamo Hilir,,,,,,8,,,Semula wil. Kab. Sarmi
,91.20.06,6 Waropen Atas,,,,,,7,,,Semula wil. Kab. Waropen
,91.20.07,7 Benuki,,,,,,7,,,Semula wil. Kab. Waropen
,91.20.08,8 Sawai,,,,,,6,,,Semula wil. Kab. Waropen
,91.21,21 KAB. MAMBERAMO TENGAH,Kobakma,,,,,,,,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No.
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Eragayam,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Ilugwa,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Kelila,,,,,,,,,Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
