Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
16.02,KAB. OGAN KOMERING ILIR,1,,
16.02.40001,Pulau Maspari,,"03°13'09.99"" S 106°13'01.99"" T",BP
16.03,KAB. MUARA ENIM,1,,
16.03.40001,Pulau Selatpunai,,"03°02'14.61"" S 104°37'12.15"" T",TBP
16.07,KAB. BANYUASIN,20,,
16.07.40001,Pulau Betet,,"01°45'41.00"" S 104°31'14.00"" T",TBP
16.07.40002,Pulau Borang,,"02°54'38.99"" S 104°52'50.00"" T",BP
16.07.40003,Pulau Brendam,,"02°31'54.99"" S 104°25'19.99"" T",TBP
16.07.40004,Pulau Burung,,"02°51'43.05"" S 104°53'55.16"" T",TBP
16.07.40005,Pulau Deltaaersalek,,"02°29'33.00"" S 104°58'21.00"" T",BP
16.07.40006,Pulau Deltaaersugihan,,"02°24'12.22"" S 105°04'13.55"" T",BP
16.07.40007,Pulau Deltatelang,,"02°36'04.00"" S 104°52'23.99"" T",BP
16.07.40008,Pulau Deltaupang,,"02°33'49.00"" S 104°56'35.99"" T",BP
16.07.40009,Pulau Gundul,,"02°39'52.99"" S 104°56'34.00"" T",TBP
16.07.40010,Pulau Kalong,,"02°36'12.70"" S 104°21'10.41"" T",TBP
16.07.40011,Pulau Kramat,,"02°31'07.66"" S 104°56'07.44"" T",BP
16.07.40012,Pulau Lopak Besak,,"02°21'33.99"" S 104°42'23.00"" T",TBP
16.07.40013,Pulau Lopak Kecik Pulo,,"02°21'36.01"" S 104°42'09.31"" T",TBP
16.07.40014,Pulau Payung,,"02°22'16.00"" S 104°55'09.59"" T",TBP
16.07.40015,Pulau Salahnamo,,"02°57'29.00"" S 104°52'16.00"" T",BP
16.07.40016,Pulau Selatcemara,,"02°31'51.84"" S 104°56'03.39"" T",TBP
16.07.40017,Pulau Singgris,,"02°33'47.00"" S 104°55'50.00"" T",BP
16.07.40018,Pulau Srijaya,,"03°02'12.99"" S 104°31'23.65"" T",TBP
16.07.40019,Pulo Alanggantang,,"01°55'41.99"" S 104°34'10.99"" T",TBP
16.07.40020,Pulo Alangtikus,,"02°19'58.72"" S 104°45'55.42"" T",TBP
16.71,KOTA PALEMBANG,2,,
16.71.40001,Pulau Kemaro,,"02°58'45.99"" S 104°49'16.00"" T",BP
16.71.40002,Pulau Kerto,,"03°01'58.00"" S 104°39'41.00"" T",BP
