K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Pondok Saguang,,Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019
15.01.08.2018,,,,,,11 Telago,,
15.01.08.2019,,,,,,12 Koto Agung,,
,,,,,,Pancuran Tiga,,Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019
,,,,,,Permai Baru,,"Pemekaran sebagian Desa Tanjung Pauh Hilir Perda No. 10/2011.
Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019"
15.01.08.2022,,,,,,13 Pulautengah,,Pemekaran sebagian Desa Koto Tuo Pulau Tengah Perda No. 10/2011
15.01.08.2023,,,,,,14 Koto Baru,,Pemekaran sebagian Desa Koto Agung Perda No. 10/2011
,,,,,,Pasar Semerap,,"Pemekaran sebagian Desa Koto Patah Perda No. 10/2011.
Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019"
15.01.08.2025,,,,,,"15 Jembatan Merah
Pulau Tengah",,"Pemekaran sebagian wil Desa Dusun Baru Pulau Tengah, Perda No.
11/2012"
15.01.08.2026,,,,,,"16 Limok Manaih Pulau
Tengah",,"Pemekaran sebagian wil Desa Telago, Perda No. 11/2012"
15.01.08.2027,,,,,,17 Pasar Jujun,,"Pemekaran sebagian wil Desa Jujun, Perda No. 11/2012"
15.01.08.2028,,,,,,18 Pancuran Bangko,,"Pemekaran sebagian wil Desa Lempur Danau, Perda No. 11/2012"
,,,,,,Sumur Jauh,,"Pemekaran sebagian wil Desa Punai Merindu, Perda No. 11/2012.
Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019"
,,,,,,Koto Tengah,,"Pemekaran sebagian wil Desa Koto Baru Semerap, Perda No.
11/2012.
Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019"
,,,,,,Bukitpulai,,"Pemekaran sebagian wil Desa Tanjungpauh Mudik, Perda No. 11/2012
Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019"
,,,,,,Serumpun Pauh,,"Pemekaran sebagian wil Desa Pondok Siguang, Perda No. 11/2012.
Menjadi wil Kec. Danau Kerinci Barat sesuai Perda No. 14/2019"
15.01.09,,,,8Kayu Aro,-,21,,
,,,,,,Batu Hampar,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Bedeng Delapan,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Bedeng Dua,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Sako Duo,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Patok Empat,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Sungaikering,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Sungaijambu,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Bento,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
,,,,,,Sungaiasam,,"Menjadi wil Kec. Kayu Aro Barat, Perda No. 14/2012"
15.01.09.2010,,,,,,1 Koto Tuo,,
15.01.09.2011,,,,,,2 Sungaitanduk,,
15.01.09.2012,,,,,,3 Kersik Tuo,,
15.01.09.2013,,,,,,4 Sangir,,
15.01.09.2014,,,,,,5 Koto Baru,,
15.01.09.2015,,,,,,6 Koto Panjang,,
15.01.09.2016,,,,,,7 Koto Tengah,,
15.01.09.2017,,,,,,8 Sungaibendung Air,,
,,,,,,,,
