K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.07.07.2001,,,,,,1 Sinaboi,,
14.07.07.2002,,,,,,2 Sei Bakau,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.07.2003,,,,,,3 Raja Bejamu,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.07.2004,,,,,,4 Sungai Nyamuk,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.07.1005,,,,,1Sinaboi Kota,,,"Pemekaran sebagian Desa Sinaboi, Perda No. 11/2009"
14.07.07.2006,,,,,,5 Darussalam,,"Pemekaran sebagian Desa Sinaboi, Perda No. 2/2012"
14.07.08,,,,8Pujud,1,10,,
14.07.08.2001,,,,,,1 Teluk Nayang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.08.2002,,,,,,2 Pujud,,
14.07.08.2003,,,,,,3 Air Hitam,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.08.2004,,,,,,4 Kasang Bangsawan,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.07.08.2005,,,,,,5 Sungaipinang,,
,,,,,,Sri Kayangan,,"Menjadi wil Kec. Tanjung Medan, Perda 2/2019"
,,,,,,Tanjung Medan,,"Menjadi wil Kec. Tanjung Medan, Perda 2/2019"
14.07.08.2008,,,,,,6 Siarang-arang,,PMD
,,,,,,Tanjung Sari,,"Menjadi wil Kec. Tanjung Medan, Perda 2/2019"
14.07.08.1010,,,,,1Pujud Selatan,,,"Pemekaran sebagian Desa Pujud, Perda No. 11/2009"
14.07.08.2011,,,,,,7 Suka Jadi,,"Pemekaran sebagian Desa Siarang-arang, Perda No.13/2009,
Perbaikan nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Sungai Tapah,,"Menjadi wil Kec. Tanjung Medan, Perda 2/2019"
,,,,,,Pondok Kresek,,"Menjadi wil Kec. Tanjung Medan, Perda 2/2019"
,,,,,,"Perkebunan Tanjung
Medan",,"Menjadi wil Kec. Tanjung Medan, Perda 2/2019"
14.07.08.2015,,,,,,8 Pujud Utara,,"Pemekaran sebagian Desa Pujud, Perda No. 8/2012"
,,,,,,,,
