K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.06.36.2006,,,,,,6 Sukamantri,,
32.06.36.2007,,,,,,7 Pasirhuni,,
32.06.36.2008,,,,,,8 Citamba,,
32.06.36.2009,,,,,,9 Kertamukti,,
32.06.36.2010,,,,,,10 Kurniabakti,,
32.06.36.2011,,,,,,11 Pakemitankidul,,"Perbaikan nama desa semula Pakamitankidul menjadi Pakemitankidul,
sesuai:
Surat Bupati Tasikmalaya No. B/0933/PN.03/Tapem/2022 Tanggal 27
Mei 2022;
PP Nomor 27 Tahun 1979;
Perda Kabupaten Tasikmalaya Nomor 25 Tahun 2000;
Perda Kabupaten Tasikmalaya Nomor 05 Tahun 2001; dan
Perda Kabupaten Tasikmalaya Nomor 06 Tahun 2001."
32.06.37,,,,37Kadipaten,-,6,,
32.06.37.2001,,,,,,1 Kadipaten,,
32.06.37.2002,,,,,,2 Dirgahayu,,
32.06.37.2003,,,,,,3 Cibahayu,,
32.06.37.2004,,,,,,4 Mekarsari,,
32.06.37.2005,,,,,,5 Buniasih,,
32.06.37.2006,,,,,,6 Pamoyanan,,
32.06.38,,,,38Pagerageung,-,10,,
32.06.38.2001,,,,,,1 Cipacing,,
32.06.38.2002,,,,,,2 Pagerageung,,
32.06.38.2003,,,,,,3 Sukamaju,,
32.06.38.2004,,,,,,4 Tanjungkerta,,
32.06.38.2005,,,,,,5 Puteran,,
32.06.38.2006,,,,,,6 Guranteng,,
32.06.38.2007,,,,,,7 Nanggewer,,
32.06.38.2008,,,,,,8 Sukapada,,
32.06.38.2009,,,,,,9 Pagersari,,
32.06.38.2010,,,,,,10 Sukadana,,
32.06.39,,,,39Sukaresik,-,8,,
32.06.39.2001,,,,,,1 Cipondok,,
32.06.39.2002,,,,,,2 Sukamenak,,
32.06.39.2003,,,,,,3 Sukaratu,,
32.06.39.2004,,,,,,4 Banjarsari,,
32.06.39.2005,,,,,,5 Tanjungsari,,
32.06.39.2006,,,,,,6 Sukapancar,,
32.06.39.2007,,,,,,7 Sukaresik,,
32.06.39.2008,,,,,,8 Margamulya,,
