NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Pepera,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Serambakon,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Tarup,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Teiraplu,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Weime,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Okhika,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Oklip,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Oksamol,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Oksebang,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Oksibil,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Oksop,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Nongme,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Ok Aom,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Okbab,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Okbape,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Okbemtau,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Okbibab,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Kalomdol,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Kawor,,,,,,,,,Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
