K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.04.21.2015,,,,,,"15 Mohili Berua
Botomuzoi",,"Pemekaran sebagian Desa Simanaere, Perda No. 2/2012"
12.04.21.2016,,,,,,16 Tetehosi Botomuzoi,,"Pemekaran sebagian Desa Balohili, Perda No. 2/2012"
12.04.21.2017,,,,,,17 Talafu,,"Pemekaran sebagian Desa Ononamolo Talafu, Perda No. 2/2012"
12.04.21.2018,,,,,,18 Ola Nori,,"Pemekaran sebagian Desa Ononamolo Talafu dan Desa Fulolo
Botomuzoi, Perda No. 2/2012"
,,,,Mandrehe Barat,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Barat, UU No. 46/2008"
,,,,,,Onolalimburaya,,"Semula wil. Kec. Mandrehe,"
,,,,,,Ono Namolo III,,"Semula wil. Kec. Mandrehe,"
,,,,,,Sisobaoho,,"Semula wil. Kec. Mandrehe,"
,,,,,,Iriano Geba,,"Semula wil. Kec. Mandrehe,"
,,,,,,Lolohia,,"Semula wil. Kec. Mandrehe,"
,,,,,,Fadoro Situlo Banua,,"Semula wil. Kec. Mandrehe,"
,,,,,,Hillidaura,,"Semula wil. Kec. Mandrehe,"
,,,,,,Sisarahili II,,"Semula wil. Kec. Mandrehe,"
,,,,,,Lasara Bagawu,,"Semula wil. Kec. Mandrehe,"
,,,,,,Sisobandrao,,"Semula wil. Kec. Mandrehe,"
,,,,,,Mazingo,,"Semula wil. Kec. Mandrehe,"
,,,,,,Onolimbu You,,"Semula wil. Kec. Mandrehe,"
,,,,,,Lasara Faga,,"Semula wil. Kec. Mandrehe,"
,,,,,,Orahili Badalu,,"Semula wil. Kec. Mandrehe,"
,,,,Moro'o,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Barat, UU No. 46/2008"
,,,,,,Hiliwalo'o II,,Semula wil. Kec. Mandrehe
,,,,,,Gunung Baru,,Semula wil. Kec. Mandrehe
,,,,,,Hilisoromi,,Semula wil. Kec. Mandrehe
,,,,,,Sidua Hili,,Semula wil. Kec. Mandrehe
,,,,,,Sitolu Banua Fadoro,,Semula wil. Kec. Mandrehe
,,,,,,Halifadolo,,Semula wil. Kec. Mandrehe
,,,,,,Lasara Bahili,,Semula wil. Kec. Mandrehe
,,,,,,Hiliwa'ele,,Semula wil. Kec. Mandrehe
,,,,,,Sitolu Ewali,,Semula wil. Kec. Mandrehe
,,,,,,Onozalukhu You,,Semula wil. Kec. Mandrehe
,,,,Ulu Moro'o/ Ulu Narwo,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Barat, Perda No. 46/2008"
,,,,,,Bukit Tinggi,,Semula wil. Kec. Mandrehe
,,,,,,Lawelu,,Semula wil. Kec. Mandrehe
,,,,,,Salo'o,,Semula wil. Kec. Mandrehe
,,,,,,Hilisangawola,,Semula wil. Kec. Mandrehe
,,,,,,Hilibadalu,,Semula wil. Kec. Mandrehe
,,,,Lahewa Timur,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Utara, UU No. 45/2008"
,,,,,,Laowowaga,,Semula wil. Kec. Lahewa
,,,,,,,,
