K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
16,SUMATERA SELATAN,,,,,,,
16.72,KOTA PAGAR ALAM,,,5,35,0,"625,913","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
16.72.01,,,,1Pagar Alam Utara,10,-,,
16.72.01.1001,,,,,1Sukorejo,,,
16.72.01.1002,,,,,2Bangun Rejo,,,
,,,,,,Talang Darat,,
,,,,,,Talang Tinggi,,
16.72.01.1005,,,,,3Pagar Alam,,,
,,,,,,Pagar Banyu,,
16.72.01.1007,,,,,4Alun Dua,,,
,,,,,,Petani,,
,,,,,,Pematang Bango,,
,,,,,,Tanjung Aro,,
,,,,,,Pagar Bumi,,
,,,,,,Pagar Gading,,
,,,,,,Pengadonan,,
16.72.01.1014,,,,,5Selibar,,,
,,,,,Kemuning,,,
16.72.01.1016,,,,,6Beringin Jaya,,,
,,,,,Bangun Sari,,,
16.72.01.1018,,,,,7Dempo Makmur,,,"Perbaikan Nama Kel Dempio Makmur, sesuai Perda No. 8/2003 dan
Rekomendasi Dit. Dekonsentrasi No. 362/SDV/DK/V/2020 tgl 6 Mei
2020"
16.72.01.1019,,,,,8Kuripan Babas,,,"Perbaikan Nama Kel. Kusipan Babas, sesuai Perda No. 8/2003 dan
Rekomendasi Dit. Dekonsentrasi No. 362/SDV/DK/V/2020 tgl 6 Mei
2020"
16.72.01.1020,,,,,9Bangun Jaya,,,
16.72.01.1021,,,,,10Curup Jare,,,
16.72.02,,,,2Pagar Alam Selatan,8,-,,
,,,,,,Tb. Baru Ilir,,
,,,,,,Tb. Baru Ulu,,
16.72.02.1003,,,,,1Sidorejo,,,
16.72.02.1004,,,,,2Nendagung,,,"Perbaikan Nama Kel. Nendayung, sesuai Perda No. 8/2003 dan
Rekomendasi Dit. Dekonsentrasi No. 362/SDV/DK/V/2020 tgl 6 Mei
2020"
16.72.02.1005,,,,,3Gunung Dempo,,,
,,,,,,Beringin Sakti,,
,,,,,,Tinggi Hari,,
,,,,,,Karang Dapo,,
