K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.07.27.2011,,,,,,11 Sugiharjo,,
12.07.28,,,,19Lubuk Pakam,7,6,,
12.07.28.2001,,,,,,1 Sekip,,
12.07.28.2002,,,,,,2 Pagar Jati,,
12.07.28.2003,,,,,,3 Tanjung Garbus I,,"Perbaikan nama sesuai PP No. 7 Thn 1984 dan BA No. 2826.a/BP/2017
Rapat Penyusunan dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov
2017"
12.07.28.2004,,,,,,4 Pasar Melintang,,
12.07.28.2005,,,,,,5 Pagar Merbau III,,
12.07.28.2006,,,,,,6 Bakaran Batu,,
12.07.28.1007,,,,,"1Lubuk Pakam I,II",,,
12.07.28.1008,,,,,2Lubuk Pakam III,,,
12.07.28.1009,,,,,3Paluh Kemiri,,,
12.07.28.1010,,,,,4Cemara,,,
12.07.28.1011,,,,,5Syahmad,,,
12.07.28.1012,,,,,6Petapahan,,,
12.07.28.1013,,,,,7Lubuk Pakam Pekan,,,
,,,,Perbaungan,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,,,,,,,
,,,,Pantai Cermin,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,,,,,,,
12.07.31,,,,20Pagar Merbau,-,16,,
12.07.31.2001,,,,,,1 Tanjung Mulia,,
12.07.31.2002,,,,,,2 Purwodadi,,
12.07.31.2003,,,,,,3 Sidodadi Batu 8,,"Perbaikan nama sesuai PP No. 7 Thn 1984 dan BA No. 2826.a/BP/2017
Rapat Penyusunan dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov
2017.
Perbaikan nama desa semula Sidodadi Batu B menjadi Sidodado Batu
8, sesuai:
Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus 2022; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
12.07.31.2004,,,,,,4 Suka Mulia,,
12.07.31.2005,,,,,,5 Jati Rejo,,
12.07.31.2006,,,,,,6 Pagar Merbau I,,
12.07.31.2007,,,,,,7 Pagar Merbau II,,
12.07.31.2008,,,,,,"8 Sidoharjo-I Pasar
Miring",,"Perbaikan nama sesuai PP No. 7 Thn 1984 dan BA No. 2826.a/BP/2017
Rapat Penyusunan dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov
2017"
12.07.31.2009,,,,,,9 Sidoharjo-I Jati Baru,,"Perbaikan nama desa semula Jati Baru menjadi Sidoharjo-I Jati Baru
sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus
2022."
12.07.31.2010,,,,,,10 Bandar Dolok,,
12.07.31.2011,,,,,,11 Tanjung Garbus II,,
