NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.16.07,7 Jiken,,,,,,11,,,
,33.16.08,8 Jepon,,,,,1,24,,,
,33.16.09,9 Blora,,,,,12,16,,,
,33.16.10,10 Tunjungan,,,,,,15,,,
,33.16.11,11 Banjarejo,,,,,,20,,,
,33.16.12,12 Ngawen,,,,,2,27,,,
,33.16.13,13 Kunduran,,,,,1,25,,,
,33.16.14,14 Todanan,,,,,,25,,,
,33.16.15,15 Bogorejo,,,,,,14,,,
,33.16.16,16 Japah,,,,,,18,,,
,33.17,17 KAB. REMBANG,Rembang,,,14,7,287,1.038,646.966,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.17.01,1 Sumber,,,,,,18,,,
,33.17.02,2 Bulu,,,,,,16,,,
,33.17.03,3 Gunem,,,,,,16,,,
,33.17.04,4 Sale,,,,,,15,,,
,33.17.05,5 Sarang,,,,,,23,,,
,33.17.06,6 Sedan,,,,,,21,,,
,33.17.07,7 Pamotan,,,,,,23,,,
,33.17.08,8 Sulang,,,,,,21,,,
,33.17.09,9 Kaliori,,,,,,23,,,
,33.17.10,10 Rembang,,,,,7,27,,,
,33.17.11,11 Pancur,,,,,,23,,,
,33.17.12,12 Kragan,,,,,,27,,,
,33.17.13,13 Sluke,,,,,,14,,,
,33.17.14,14 Lasem,,,,,,20,,,
,33.18,18 KAB. PATI,Pati,,,21,5,401,1.573,1.350.663,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.18.01,1 Sukolilo,,,,,,16,,,
,33.18.02,2 Kayen,,,,,,17,,,
,33.18.03,3 Tambakromo,,,,,,18,,,
,33.18.04,4 Winong,,,,,,30,,,
,33.18.05,5 Pucakwangi,,,,,,20,,,
,33.18.06,6 Jaken,,,,,,21,,,
,33.18.07,7 Batangan,,,,,,18,,,
