NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,61.10,10 KAB. MELAWI,Nanga Pinoh,,,11,0,169,10.123,209.673,"Luas wil. koreksi dari Gubernur Surat No.140/Pem-D Juni 2006.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.10.01,1 Belimbing,,,,,,17,,,
,61.10.02,2 Nanga Pinoh,,,,,,17,,,
,61.10.03,3 Ella Hilir,,,,,,19,,,
,61.10.04,4 Menukung,,,,,,19,,,
,61.10.05,5 Sayan,,,,,,18,,,
,61.10.06,6 Tanah Pinoh,,,,,,12,,,
,61.10.07,7 Sokan,,,,,,18,,,
,61.10.08,8 Pinoh Utara,,,,,,19,,,Perda No. 32/2007
,61.10.09,9 Pinoh Selatan,,,,,,12,,,Perda No. 32/2007
,61.10.10,10 Belimbing Hulu,,,,,,8,,,Perda No. 32/2007
,61.10.11,11 Tanah Pinoh Barat,,,,,,10,,,Perda No. 32/2007
,61.11,11 KAB. KAYONG UTARA,Sukadane,,,6,0,43,4.110,128.415,"UU No. 6 /2007.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.11.01,1 Sukadana,,,,,,10,,,Semula wil. Kab. Ketapang
,61.11.02,2 Simpang Hilir,,,,,,12,,,Semula wil. Kab. Ketapang
,61.11.03,3 Teluk Batang,,,,,,7,,,Semula wil. Kab. Ketapang
,61.11.04,4 Pulau Maya,,,,,,5,,,"Semula wil. Kab. Ketapang, Perubahan nama dari Kec. Pulau Maya
Karimata, Perda No. 4/2011"
,61.11.05,5 Seponti,,,,,,6,,,Semula wil. Kab. Ketapang
,61.11.06,6 Kepulauan Karimata,,,,,,3,,,"Pemekaran sebagian wil Kec. Pulau Maya karimata, Perda No. 3/2011"
,61.12,12 KAB. KUBU RAYA,Sungai Raya,,,9,0,123,8.549,611.223,"UU No 35/2007.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.12.01,1 Sungai Raya,,,,,,22,,,Semula wil. Kab Pontianak
,61.12.02,2 Kuala Mandor B,,,,,,6,,,Semula wil. Kab Pontianak
,61.12.03,3 Sungai Ambawang,,,,,,15,,,Semula wil. Kab Pontianak
,61.12.04,4 Terentang,,,,,,10,,,Semula wil. Kab Pontianak
,61.12.05,5 Batu Ampar,,,,,,15,,,Semula wil. Kab Pontianak
,61.12.06,6 Kubu,,,,,,20,,,Semula wil. Kab Pontianak
,61.12.07,7 Rasau Jaya,,,,,,6,,,Semula wil. Kab Pontianak
,61.12.08,8 Teluk Pakedai,,,,,,14,,,Semula wil. Kab Pontianak
,61.12.09,9 Sungai Kakap,,,,,,15,,,Semula wil. Kab Pontianak
