K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.03.13.2016,,,,,,8 Buluh Apo,,"Pemekaran sebagian Desa Pinggir, Perda No.14/2012, Perbaikan nama
sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Tasikserai Barat,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
,,,,,,Tasiktebingserai,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
,,,,,,Kotopaitberingin,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
14.03.14,,,,9Bandar Laksamana,-,7,,"Pemekaran sebagian wil Kec. Bukit Batu, Perda 6/2015"
14.03.14.2001,,,,,,1 Parit I Api-Api,,"Semula wil Kec.Bukit Batu, Perda No.6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015.
Perbaikan nama desa semula Paritsatuapi-api menjadi Parit I Api-Api,
sesuai:
Perda No. 6 Tahun 2015; dan
Surat Sekda Kab. Bengkalis No. 100/Setda-Tapem/49/2022 tgl 01
Agustus 2022."
14.03.14.2002,,,,,,2 Temiang,,"Semula wil Kec. Bukit Batu, Perda No. 6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015"
14.03.14.2003,,,,,,3 Api-Api,,"Semula wil Kec. Bukit Batu, Perda No. 6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015"
14.03.14.2004,,,,,,4 Tenggayun,,"Semula wil Kec. Bukit Batu, Perda No. 6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015"
14.03.14.2005,,,,,,5 Sepahat,,"Semula wil Kec. Bukit Batu, Perda No. 6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015"
14.03.14.2006,,,,,,6 Bukit Kerikil,,"Semula wil Kec. Bukit Batu, Perda No. 6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015.
Perbaikan nama desa semula Bukitkerikil menjadi Bukit Kerikil, sesuai:
Perda No. 6 Tahun 2015; dan
Surat Sekda Kab. Bengkalis No. 100/Setda-Tapem/49/2022 tgl 01
Agustus 2022."
14.03.14.2007,,,,,,7 Tanjung Leban,,"Semula wil Kec. Bukit Batu, Perda No. 6/2015, BA Rpt Pemutakhiran
Data dan Penyusunan Redaksional mnrt Tata Bahasa Indonesia yg
Benar dlm Penamaan Rupabumi tgl 22 September 2015.
Perbaikan nama desa semula Tanjungleban menjadi Tanjung Leban,
sesuai:
Perda No. 6 Tahun 2015; dan
Surat Sekda Kab. Bengkalis No. 100/Setda-Tapem/49/2022 tgl 01
Agustus 2022."
14.03.15,,,,10Talang Muandau,-,9,,"Pemekaran sebagian wil Kec. Pinggir, Perda 6/2015"
,,,,,,,,
