K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.03,KAB. BANTAENG,,,8,21,46,"390,969","Luas Wilayah Indikatif sesuai, PBW Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.03.01,,,,1Bissappu,7,4,,
73.03.01.1001,,,,,1Bonto Manai,,,
73.03.01.1002,,,,,2Bonto Lebang,,,
73.03.01.1003,,,,,3Bonto Sunggu,,,
73.03.01.1004,,,,,4Bonto Atu,,,
73.03.01.1005,,,,,5Bonto Rita,,,
73.03.01.1006,,,,,6Bonto Langkasa,,,
73.03.01.1007,,,,,7Bonto Jaya,,,
73.03.01.2008,,,,,,1 Bonto Jai,,
73.03.01.2009,,,,,,2 Bonto Cinde,,
73.03.01.2010,,,,,,3 Bonto Loe,,
,,,,,,Bonto Tiro,,Menjadi wil. Kec. Sinoa
73.03.01.2012,,,,,,4 Bonto Salluang,,
73.03.02,,,,2Bantaeng,8,1,,
73.03.02.1001,,,,,1Tappanjeng,,,
73.03.02.1002,,,,,2Pallantikang,,,
73.03.02.1003,,,,,3Letta,,,
73.03.02.1004,,,,,4Mallilingi,,,
73.03.02.1005,,,,,5Lembang,,,
73.03.02.1006,,,,,6Lamalaka,,,
73.03.02.1007,,,,,7Karatuang,,,
73.03.02.1008,,,,,8Onto,,,
73.03.02.2009,,,,,,1 Kayu Loe,,
73.03.03,,,,3Eremerasa,-,9,,
73.03.03.2001,,,,,,1 Ulu Galung,,
73.03.03.2002,,,,,,2 Lonrong,,
73.03.03.2003,,,,,,3 Barua,,
73.03.03.2004,,,,,,4 Kampala,,
73.03.03.2005,,,,,,5 Pa'bentengan,,"Koreksi nama 'Pabentengang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.03.03.2006,,,,,,6 Mappilawing,,
73.03.03.2007,,,,,,7 Pa'bumbungang,,"Koreksi nama 'Pabumbungang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.03.03.2008,,,,,,8 Mamampang,,
73.03.03.2009,,,,,,9 Parang Loe,,
73.03.04,,,,4Tompo Bulu,4,6,,
