K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.11.04,,,,4Bangkurung,-,12,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
72.11.04.2001,,,,,,1 Togong Sagu,,Semula wil. Kec. Labobo
72.11.04.2002,,,,,,2 Taduno,,Semula wil. Kec. Labobo
72.11.04.2003,,,,,,3 Kanari,,Semula wil. Kec. Labobo
72.11.04.2004,,,,,,4 Lantibung,,Semula wil. Kec. Labobo
72.11.04.2005,,,,,,5 Kalupapi,,Semula wil. Kec. Labobo
72.11.04.2006,,,,,,6 Bone-Bone,,Semula wil. Kec. Labobo
72.11.04.2007,,,,,,7 Mbeleang,,Semula wil. Kec. Labobo
72.11.04.2008,,,,,,8 Tabulang,,Semula wil. Kec. Labobo
72.11.04.2009,,,,,,9 Sasabobok,,Semula wil. Kec. Labobo
72.11.04.2010,,,,,,10 Bungin Lawean,,
72.11.04.2011,,,,,,11 Lalong,,Pemekaran Desa Bone bone Perda No. 4/2007
72.11.04.2012,,,,,,12 Dungkean,,Pemekaran Desa Sasabobok Perda No. 5/2010
72.11.05,,,,5Labobo,-,8,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
72.11.05.2001,,,,,,1 Lalong,,
72.11.05.2002,,,,,,2 Lipulalongo,,
72.11.05.2003,,,,,,3 Paisulamo,,
72.11.05.2004,,,,,,4 Alasan,,
72.11.05.2005,,,,,,5 Mansalean,,
72.11.05.2006,,,,,,6 Bontosi,,Perda No. 4/2006
72.11.05.2007,,,,,,7 Lipu Talas,,Pemekaran Desa Lipulalongo Perda No. 4/2007
72.11.05.2008,,,,,,8 Padingkian,,Pemekaran Desa Alasan Perda No. 5/2010
72.11.06,,,,6Banggai Selatan,-,6,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
72.11.06.2001,,,,,,1 Matanga,,Semula wil. Kec. Banggai
72.11.06.2002,,,,,,2 Tolokibit,,Semula wil. Kec. Banggai
72.11.06.2003,,,,,,3 Bentean,,Perda No. 5/2007
72.11.06.2004,,,,,,4 Malino Padas,,Perda No. 5/2007
72.11.06.2005,,,,,,5 Kelapa Lima,,Perda No. 5/2007
72.11.06.2006,,,,,,6 Labuan Kapelak,,Pemekaran Desa Matanga Perda No. 5/2010
72.11.07,,,,7Banggai Tengah,-,8,,Semula wil. Kab. Banggai Kep. UU. No. 5 Tahun 2013
72.11.07.2001,,,,,,1 Adean,,Semula wil. Kec. Banggai
72.11.07.2002,,,,,,2 Badumpayan,,Semula wil. Kec. Banggai
72.11.07.2003,,,,,,3 Timbong,,Semula wil. Kec. Banggai
72.11.07.2004,,,,,,4 Mominit,,Perda No. 5/2007
72.11.07.2005,,,,,,5 Gonggong,,Semula wil. Kec. Banggai
72.11.07.2006,,,,,,6 Monsongan,,Semula wil. Kec. Banggai
72.11.07.2007,,,,,,7 Tintingo,,Pemekaran Desa Badumpayan Perda No. 5/2010
72.11.07.2008,,,,,,8 Pososlalongo,,Pemekaran Desa Monsongan Perda No. 5/2010
