Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
73.11.40010,Pulau Umming,,"04°09'38.00"" S 119°36'36.00"" T",TBP
73.13,KAB. WAJO,1,,
73.13.40001,Pulau Sitambolo/Tellang,,"03°56'18.73"" S 120°26'11.30"" T",
73.15,KAB. PINRANG,9,,
73.15.40001,Pulau Batu,,"04°48'07.32"" S 119°19'54.32"" T",
73.15.40002,Pulau Dapo,,"03°59'35.00"" S 119°36'10.00"" T",TBP
73.15.40003,Pulau Gusung Samaenre,,"03°38'29.63"" S 119°27'38.60"" T",
73.15.40004,Pulau Kaliang,,"03°42'31.53"" S 119°32'38.09"" T",
73.15.40005,Pulau Kamerrang,,"03°59'48.00"" S 119°36'13.00"" T",TBP
73.15.40006,Pulau Lawakkoang,,"03°59'53.99"" S 119°35'49.99"" T",TBP
73.15.40007,Pulau Tanjunge/Salipolo,,"03°42'40.41"" S 119°29'27.37"" T",
73.15.40008,Pulau Ulau Bakoko,,"03°42'19.55"" S 119°32'52.36"" T",
73.15.40009,Pulau Ulau Libukang Kecil,,"03°55'33.64"" S 119°34'26.40"" T",
73.22,KAB. LUWU UTARA,16,,
73.22.40001,Pulau Biro,,"02°50'06.33"" S 120°24'41.40"" T",
73.22.40002,Pulau Gusung Lacekkeng,,"02°51'07.11"" S 120°20'40.31"" T",
73.22.40003,Pulau Lamko Miko,,"02°52'35.29"" S 120°19'41.52"" T",
73.22.40004,Pulau Lasori Beccu,,"02°53'53.07"" S 120°19'08.20"" T",
73.22.40005,Pulau Lasori Maraja,,"02°53'52.58"" S 120°18'55.23"" T",
73.22.40006,Pulau Lompongangnge,,"02°51'14.10"" S 120°20'38.78"" T",
73.22.40007,Pulau Ulau Lawatu,,"02°54'34.22"" S 120°17'32.33"" T",
73.22.40008,Pulau Welawi,,"02°52'31.80"" S 120°20'22.66"" T",
73.22.40009,Pulau Welawi Becu,,"02°53'29.76"" S 120°19'25.23"" T",
73.22.40010,Pulau Welawi Maraja,,"02°51'59.05"" S 120°18'49.19"" T",
73.22.40011,Pulau Allempengengnge,,"02°47'16.15"" S 120°29'07.82"" T",
73.22.40012,Pulau Indah Waru-warue,,"02°47'28.48"" S 120°29'00.53"" T",
73.22.40013,Pulau Lanai,,"02°46'32.04"" S 120°28'09.07"" T",
73.22.40014,Pulau Lapunti-punti,,"02°46'44.80"" S 120°28'32.75"" T",
73.22.40015,Pulau Laputeang,,"02°46'28.31"" S 120°30'03.84"" T",
73.22.40016,Pulau To Siewai Arue,,"02°47'39.63"" S 120°28'54.95"" T",
73.24,KAB. LUWU TIMUR,20,,
73.24.40012,Pulau Bolong,,"02°50'35.29"" S 121°26'25.04"" T",
73.24.40013,Pulau Langkai,,"02°33'22.75"" S 121°25'51.60"" T",
73.24.40014,Pulau Lasobonti,,"02°51'58.82"" S 121°32'02.40"" T",
73.24.40015,Pulau Lengkobale,,"02°54'43.30"" S 121°28'48.00"" T",
73.24.40016,Pulau Makambara,,"02°48'26.13"" S 121°28'33.60"" T",
73.24.40017,Pulau Malotong,,"02°49'10.09"" S 121°28'40.80"" T",
73.24.40018,Pulau Nakote,,"02°39'21.31"" S 121°39'44.85"" T",
73.24.40019,Pulau Ondalo,,"02°32'50.78"" S 121°25'51.60"" T",
73.24.40020,Pulau Tungga',,"02°47'18.20"" S 121°30'32.40"" T",
