NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
VI,16,SUMATERA SELATAN,,13,4,241,403,2855,86.772,8.646.686,
,16.01,1 KAB. OGAN KOMERING ULU,Baturaja,,,13,14,143,3.774,374.080,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,Muara Dua,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Pulau Beringin,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Banding Agung,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Muara Dua Kisam,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Simpang,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Martapura,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,16.01.07,7 Sosoh Buay Rayap,,,,,,11,,,
,16.01.08,8 Pengandonan,,,,,,12,,,
,16.01.09,9 Peninjauan,,,,,,16,,,
,,Buay Madang,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Belitang,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Cempaka,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,16.01.13,13 Baturaja Barat,,,,,5,7,,,
,16.01.14,14 Baturaja Timur,,,,,9,4,,,Perda No.22/2006
,,Buay Sandang Aji,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Buay Ranjung,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Mekakau Ilir,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Buay Pemaca,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Buay Pemukal P.,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,16.01.20,20 Ulu Ogan,,,,,,7,,,
,16.01.21,21 Semidang Aji,,,,,,21,,,
,16.01.22,22 Lubuk Batang,,,,,,15,,,
,,Madang Suku II,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Madang Suku I,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Semendawai S. III,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Belitang II,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,,Belitang III,,,,,,,,,"Menjadi wil. Kab. OKU Selatan, UU No. 37 / 2003"
,16.01.28,28 Lengkiti,,,,,,22,,,
,16.01.29,29 Sinar Peninjauan,,,,,,6,,,Perda No. 12/2006
,16.01.30,30 Lubuk Raja,,,,,,7,,,Perda No. 13/2006
