NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7
8
9
10
11
12
13
14","61.01
61.02
61.03
61.04
61.05
61.06
61.07
61.08
61.09
61.10
61.11
61.12
61.71
61.72","KAB. SAMBAS
KAB. MEMPAWAH
KAB. SANGGAU
KAB. KETAPANG
KAB. SINTANG
KAB. KAPUAS HULU
KAB. BENGKAYANG
KAB. LANDAK
KAB. SEKADAU
KAB. MELAWI
KAB. KAYONG UTARA
KAB. KUBU RAYA
KOTA PONTIANAK
KOTA SINGKAWANG","19
9
15
20
14
23
17
13
7
11
6
9
6
5","0
7
6
9
16
4
2
0
0
0
0
0
29
26","195
60
163
253
390
278
122
156
94
169
43
123
0
0","5.937,995
1.935,419
12.452,224
30.018,676
22.025,788
31.318,246
5.488,608
8.430,711
5.979,044
10.122,513
4.110,123
8.549,294
118,209
550,187","640.578
308.640
490.607
575.579
429.357
263.090
290.464
405.156
216.260
209.673
128.415
611.223
673.129
239.875","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Semula bernama Kabupaten Pontianak, PP No. 58 Tahun 2014.
Luas Wilayah Definitif, PGGB sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas wil. koreksi dari Gubernur Surat No.140/Pem-D Juni 2006.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
UU No. 6 /2007.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
UU No 35/2007.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
