NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.08.11,11 Tempuran,,,,,,15,,,
,33.08.12,12 Kajoran,,,,,,29,,,
,33.08.13,13 Kaliangkrik,,,,,,20,,,
,33.08.14,14 Bandongan,,,,,,14,,,
,33.08.15,15 Candimulyo,,,,,,19,,,
,33.08.16,16 Pakis,,,,,,20,,,
,33.08.17,17 Ngablak,,,,,,16,,,
,33.08.18,18 Grabag,,,,,,28,,,
,33.08.19,19 Tegalrejo,,,,,,21,,,
,33.08.20,20 Secang,,,,,1,19,,,
,33.08.21,21 Windusari,,,,,,20,,,
,33.09,9 KAB. BOYOLALI,Boyolali,,,22,6,261,1.097,1.083.524,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.09.01,1 Selo,,,,,,10,,,
,33.09.02,2 Ampel,,,,,,10,,,
,33.09.03,3 Cepogo,,,,,,15,,,
,33.09.04,4 Musuk,,,,,,10,,,
,33.09.05,5 Boyolali,,,,,3,6,,,
,33.09.06,6 Mojosongo,,,,,2,11,,,
,33.09.07,7 Teras,,,,,,13,,,
,33.09.08,8 Sawit,,,,,,12,,,
,33.09.09,9 Banyudono,,,,,,15,,,
,33.09.10,10 Sambi,,,,,,16,,,
,33.09.11,11 Ngemplak,,,,,,12,,,
,33.09.12,12 Nogosari,,,,,,13,,,
,33.09.13,13 Simo,,,,,,13,,,
,33.09.14,14 Karanggede,,,,,,16,,,
,33.09.15,15 Klego,,,,,,13,,,
,33.09.16,16 Andong,,,,,,16,,,
,33.09.17,17 Kemusu,,,,,,10,,,
,33.09.18,18 Wonosegoro,,,,,,11,,,
,33.09.19,19 Juwangi,,,,,1,9,,,
,33.09.20,20 Gladagsari,,,,,,10,,,Pemekaran sebagian wil Kec. Ampel Perda No. 18/2018
,33.09.21,21 Tamansari,,,,,,10,,,Pemekaran sebagian wil Kec. Musuk Perda No. 18/2018
,33.09.22,22 Wonosamodro,,,,,,10,,,Pemekaran sebagian wil Kec. Wonosegoro Perda No. 18/2018
