K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.05,KAB. PADANG PARIAMAN,,,17,0,103,"1.342,266","Pemindahan Ibukota PP No. 79/2008.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.05.01,,,,1Lubuk Alung,-,9,,
13.05.01.2001,,,,,,1 Lubuk Alung,,
13.05.01.2002,,,,,,"2 Pungguang Kasiak
Lubuk Alung",,"Pemekaran sebagian Desa Lubuk Alung, Perda No. 13/2010"
13.05.01.2003,,,,,,"3 Pasie Laweh Lubuk
Alung",,"Pemekaran sebagian Desa Lubuk Alung, Perda No. 13/2010"
13.05.01.2004,,,,,,"4 Aie Tajun Lubuk
Alung",,"Pemekaran sebagian Desa Lubuk Alung, Perda No. 13/2010"
13.05.01.2005,,,,,,5 Sikabu Lubuk Alung,,"Pemekaran sebagian Desa Lubuk Alung, Perda No. 13/2010"
13.05.01.2006,,,,,,"6 Sungai Abang Lubuk
Alung",,"Pemekaran sebagian wil Desa Lubuk Alung, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.01.2007,,,,,,"7 Singguliang Lubuk
Alung",,"Pemekaran sebagian wil Desa Lubuk Alung, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.01.2008,,,,,,"8 Salibutan Lubuk
Alung",,"Pemekaran sebagian wil Desa Lubuk Alung, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.01.2009,,,,,,"9 Nagari Balah Hilia
Lubuk Alung",,"Pemekaran sebagian wil Desa Lubuk Alung, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.02,,,,2Batang Anai,-,8,,
13.05.02.2001,,,,,,1 Katapiang,,
13.05.02.2002,,,,,,2 Kasang,,
13.05.02.2003,,,,,,3 Sungai Buluah,,
13.05.02.2004,,,,,,4 Buayan Lubuk Alung,,"Pemekaran Desa, Perda No. 13/2010"
13.05.02.2005,,,,,,5 Sungai Buluah Timur,,"Pemekaran sebagian wil Desa Sungai Buluah, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
