NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,76.04.16,16 Bulo,,,,,,9,,,Perda No. 1/2007
,76.05,5 KAB. MAJENE,Majene,,,8,20,62,901,181.031,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,76.05.01,1 Banggae,,,,,6,2,,,
,76.05.02,2 Pamboang,,,,,2,13,,,
,76.05.03,3 Sendana,,,,,2,14,,,
,76.05.04,4 Malunda,,,,,2,10,,,
,76.05.05,5 Ulumanda,,,,,,8,,,Perda No. 2/2006
,76.05.06,6 Tammerodo Sendana,,,,,,7,,,Perda No. 3/2006
,76.05.07,7 Tubo Sendana,,,,,,7,,,Perda No. 3/2006
,76.05.08,8 Banggae Timur,,,,,8,1,,,Perda No. 4/2006
,76.06,6 KAB. MAMUJU TENGAH,Tobadak,,,5,0,54,2.758,138.685,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,76.06.01,1 Tobadak,,,,,,8,,,"Semula wil Kab. Mamuju, sesuai UU No. 4/2013"
,76.06.02,2 Pangale,,,,,,9,,,"Semula wil Kab. Mamuju, sesuai UU No. 4/2013"
,76.06.03,3 Budong-Budong,,,,,,11,,,"Semula wil Kab. Mamuju, sesuai UU No. 4/2013"
,76.06.04,4 Topoyo,,,,,,15,,,"Semula wil Kab. Mamuju, sesuai UU No. 4/2013"
,76.06.05,5 Karossa,,,,,,11,,,"Semula wil Kab. Mamuju, sesuai UU No. 4/2013"
JUMLAH,,,,6,0,69,73,575,16.595,1.447.186,
