K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Kwau,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Siyau,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Indondey,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Mingre,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Aywou,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Asarbei,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Minogbei,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Bahamyenti,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Figoud,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
,,,,,,Kibauw,,"UU. No. 24/2012 tidak mangokomodir 13 desa/kampung di Distrik
Minyambaouw Kab. Peg. Arfak sehingga 13 desa/kampung tetap
berada dalam wil kab. Manokwari"
92.12.10,,,,10Hingk,-,29,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
92.12.10.2001,,,,,,1 Sopnyai,,Semula wil. Kec Minyambouw
92.12.10.2002,,,,,,2 Ikimabou,,Semula wil. Kec Minyambouw
92.12.10.2003,,,,,,3 Manggot,,Semula wil. Kec Minyambouw
92.12.10.2004,,,,,,4 Kisap,,Semula wil. Kec Minyambouw
92.12.10.2005,,,,,,5 Nungkimor,,Semula wil. Kec Minyambouw
92.12.10.2006,,,,,,6 Cangoisi,,Semula wil. Kec Minyambouw
92.12.10.2007,,,,,,7 Minyeimemud,,Semula wil. Kec Minyambouw
92.12.10.2008,,,,,,8 Penibut,,Semula wil. Kec Minyambouw
92.12.10.2009,,,,,,9 Demunti,,Semula wil. Kec Minyambouw
92.12.10.2010,,,,,,10 Gueipimbai,,Semula wil. Kec Minyambouw
92.12.10.2011,,,,,,11 Tigaucomti,,Semula wil. Kec Minyambouw
92.12.10.2012,,,,,,12 Urwong,,Semula wil. Kec Minyambouw
92.12.10.2013,,,,,,13 Aryon,,Semula wil. Kec Minyambouw
92.12.10.2014,,,,,,14 Punggung,,Semula wil. Kec Minyambouw
,,,,,,,,
