K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
81.06.06.2005,,,,,,5 Hukuanakota,,"Semula wil Kec. Kairatu Perda No. 5/2010. Koreksi nama ND Rekom
Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.07,,,,7Kairatu Barat,-,6,,Pemekaran Kec. Kairatu Perda No. 6/2010
81.06.07.2001,,,,,,1 Waihatu,,Semula wil Kec. Kairatu Perda No. 6/2010
81.06.07.2002,,,,,,2 Lohiatala,,Semula wil Kec. Kairatu Perda No. 6/2010
81.06.07.2003,,,,,,3 Waisamu,,Semula wil Kec. Kairatu Perda No. 6/2010
81.06.07.2004,,,,,,4 Nuruwe,,Semula wil Kec. Kairatu Perda No. 6/2010
81.06.07.2005,,,,,,5 Kamal,,Semula wil Kec. Kairatu Perda No. 6/2010
81.06.07.2006,,,,,,6 Waisarisa,,"Semula wil Kec. Kairatu Perda No. 6/2010. Koreksi nama ND Rekom
Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.08,,,,8Huamual,-,5,,Pemekaran Kec. Seram Barat Perda No. 7/2010
81.06.08.2001,,,,,,1 Ariate,,Semula wil Kec. Seram Barat Perda No. 7/2010
81.06.08.2002,,,,,,2 Lokki,,"Semula wil Kec. Seram Barat Perda No. 7/2010. Koreksi nama ND
Rekom Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.08.2003,,,,,,3 Luhu,,Semula wil Kec. Seram Barat Perda No. 7/2010
81.06.08.2004,,,,,,4 Iha,,Semula wil Kec. Seram Barat Perda No. 7/2010
81.06.08.2005,,,,,,5 Kulur,,Semula wil Kec. Seram Barat Perda No. 7/2010
81.06.09,,,,9Kepulauan Manipa,-,7,,Pemekaran Kec. Huamual Belakang Perda No. 8/2010
81.06.09.2001,,,,,,1 Luhutuban,,Semula wil Kec. Waisala Perda No. 8/2010
81.06.09.2002,,,,,,2 Masawoy,,"Semula wil Kec. Waisala Perda No. 8/2010. Koreksi nama ND Rekom
Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.09.2003,,,,,,3 Tuniwara,,Semula wil Kec. Waisala Perda No. 8/2010
81.06.09.2004,,,,,,4 Kelang Asaude,,Semula wil Kec. Waisala Perda No. 8/2010
81.06.09.2005,,,,,,5 Tomalehu Barat,,Semula wil Kec. Waisala Perda No. 8/2010
81.06.09.2006,,,,,,6 Tomalehu Timur,,Semula wil Kec. Waisala Perda No. 8/2010
81.06.09.2007,,,,,,7 Buano Hatuputih,,"Semula wil Kec. Waisala Perda No. 8/2010. Koreksi nama ND Rekom
Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.10,,,,10Taniwel Timur,-,15,,Pemekaran Kec. Taniwel Perda No. 9/2010
81.06.10.2001,,,,,,1 Sohuwe,,Semula wil Kec. Taniwel Perda No. 9/2010
81.06.10.2002,,,,,,2 Maloang,,Semula wil Kec. Taniwel Perda No. 9/2010
81.06.10.2003,,,,,,3 Lumahlatal,,"Semula wil Kec. Taniwel Perda No. 9/2010. Koreksi nama ND Rekom
Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.10.2004,,,,,,4 Matapa,,Semula wil Kec. Taniwel Perda No. 9/2010
81.06.10.2005,,,,,,5 Seakasale,,Semula wil Kec. Taniwel Perda No. 9/2010
81.06.10.2006,,,,,,6 Makububui,,"Semula wil Kec. Taniwel Perda No. 9/2010. Koreksi nama ND Rekom
Ditjen Pemdes No 140/4495/BPD tgl 29 Juni 2016"
81.06.10.2007,,,,,,7 Sukaraja,,Semula wil Kec. Taniwel Perda No. 9/2010
81.06.10.2008,,,,,,8 Uwen Pantai,,Semula wil Kec. Taniwel Perda No. 9/2010
81.06.10.2009,,,,,,9 Tounussa,,"Semula wil Kec. Taniwel Perda No. 9/2010.
Koreksi nama ND Rekom Ditjen Pemdes No. 140/4495/BPD tgl 29 Juni
2016. Perbaikan Nama Dari Tounusa menjadi Tounussa sesuai Surat
Bupati Pohuwato No. 100/PEM/537 tgl 12 April 2021, Surat Sesditjen
Bina Pemerintahan Desa No. 145/2430/BPD tgl 24 Mei 2021."
,,,,,,,,
