K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.08.12.2019,,,,,,19 Pandanretno,,
33.08.12.2020,,,,,,20 Krumpakan,,
33.08.12.2021,,,,,,21 Banjaragung,,
33.08.12.2022,,,,,,22 Sangen,,
33.08.12.2023,,,,,,23 Pucungroto,,
33.08.12.2024,,,,,,24 Sidorejo,,
33.08.12.2025,,,,,,25 Sidowangi,,
33.08.12.2026,,,,,,26 Sukomulyo,,
33.08.12.2027,,,,,,27 Sukorejo,,
33.08.12.2028,,,,,,28 Sutopati,,
33.08.12.2029,,,,,,29 Sukomakmur,,Perda No. 5/2005.
33.08.13,,,,13Kaliangkrik,-,20,,
33.08.13.2001,,,,,,1 Kaliangkrik,,
33.08.13.2002,,,,,,2 Ngawonggo,,
33.08.13.2003,,,,,,3 Munggangsari,,
33.08.13.2004,,,,,,4 Ngargosoko,,
33.08.13.2005,,,,,,5 Ngendrokilo,,
33.08.13.2006,,,,,,6 Maduretno,,
33.08.13.2007,,,,,,7 Temanggung,,
33.08.13.2008,,,,,,8 Pengarengan,,
33.08.13.2009,,,,,,9 Mangli,,
33.08.13.2010,,,,,,10 Selomoyo,,
33.08.13.2011,,,,,,11 Banjarejo,,
33.08.13.2012,,,,,,12 Giriwarno,,
33.08.13.2013,,,,,,13 Girirejo,,
33.08.13.2014,,,,,,14 Kebonlegi,,
33.08.13.2015,,,,,,15 Balerejo,,
33.08.13.2016,,,,,,16 Beseran,,
33.08.13.2017,,,,,,17 Bumirejo,,
33.08.13.2018,,,,,,18 Ketangi,,
33.08.13.2019,,,,,,19 Balekerto,,
33.08.13.2020,,,,,,20 Adipuro,,Perda No. 5/2005.
33.08.14,,,,14Bandongan,-,14,,
33.08.14.2001,,,,,,1 Bandongan,,
33.08.14.2002,,,,,,2 Salamkanci,,
33.08.14.2003,,,,,,3 Sukosari,,
33.08.14.2004,,,,,,4 Tonoboyo,,
33.08.14.2005,,,,,,5 Gandusari,,
33.08.14.2006,,,,,,6 Sidorejo,,
33.08.14.2007,,,,,,7 Trasan,,
,,,,,,,,
