NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.08.26,26 Hantara,,,,,,8,,,
,32.08.27,27 Kalimanggis,,,,,,6,,,
,32.08.28,28 Cibeureum,,,,,,8,,,
,32.08.29,29 Karang Kancana,,,,,,9,,,
,32.08.30,30 Maleber,,,,,,16,,,
,32.08.31,31 Sindangagung,,,,,,12,,,Koreksi nama kec. sesuai perda No. 17/2004
,32.08.32,32 Cigandamekar,,,,,,11,,,
,32.09,9 KAB. CIREBON,Sumber,,,40,12,412,1.077,2.380.074,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.09.01,1 Waled,,,,,,12,,,
,32.09.02,2 Ciledug,,,,,,10,,,
,32.09.03,3 Losari,,,,,,10,,,
,32.09.04,4 Pabedilan,,,,,,13,,,
,32.09.05,5 Babakan,,,,,,14,,,
,32.09.06,6 Karangsembung,,,,,,8,,,
,32.09.07,7 Lemahabang,,,,,,13,,,
,32.09.08,8 Susukan Lebak,,,,,,13,,,
,32.09.09,9 Sedong,,,,,,10,,,
,32.09.10,10 Astanajapura,,,,,,11,,,
,32.09.11,11 Pangenan,,,,,,9,,,
,32.09.12,12 Mundu,,,,,,12,,,
,32.09.13,13 Beber,,,,,,10,,,
,32.09.14,14 Talun,,,,,,11,,,"Perubahan nama Kec. Cirebon Selatan, Perda No.17/2006"
,32.09.15,15 Sumber,,,,,12,2,,,
,32.09.16,16 Dukupuntang,,,,,,13,,,
,32.09.17,17 Palimanan,,,,,,12,,,
,32.09.18,18 Plumbon,,,,,,15,,,
,32.09.19,19 Weru,,,,,,9,,,
,32.09.20,20 Kedawung,,,,,,8,,,"Perubahan nama Kec. Cirebon, Perda No. 8/2004"
,32.09.21,21 Gunung Jati,,,,,,15,,,"Perubahan nama Kec. Cirebon Utara, Perda No. 17/2006"
,32.09.22,22 Kapetakan,,,,,,9,,,
,32.09.23,23 Klangenan,,,,,,9,,,
,32.09.24,24 Arjawinangun,,,,,,11,,,
,32.09.25,25 Panguragan,,,,,,9,,,
,32.09.26,26 Ciwaringin,,,,,,8,,,
