K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.09.03.2011,,,,,,11 Awe Kecil,,
11.09.03.2012,,,,,,12 Naibos,,
11.09.03.2013,,,,,,13 Lantik,,
11.09.03.2014,,,,,,14 Leubang Hulu,,
11.09.03.2015,,,,,,15 Leubang,,
11.09.03.2016,,,,,,16 Sital,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.09.03.2017,,,,,,17 Maudil,,
11.09.03.2018,,,,,,18 Nancala,,
11.09.04,,,,4Simeulue Timur,-,17,,
,,,,,,Batu-Batu,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Sua-Sua,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Lasikin,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Lanting,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Busung Indah,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Kahat,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Simpang Abail,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Abail,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
11.09.04.2009,,,,,,1 Suak Buluh,,
,,,,,,Labuah,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
,,,,,,Nancawa,,"Menjadi wil Kec. Teupah Tengah, Perda No. 14/2012"
11.09.04.2012,,,,,,2 Air Dingin,,
11.09.04.2013,,,,,,3 Ameria Bahagia,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.09.04.2014,,,,,,4 Suka Jaya,,
11.09.04.2015,,,,,,5 Suka Maju,,
11.09.04.2016,,,,,,6 Suka Karya,,
11.09.04.2017,,,,,,7 Sinabang,,
11.09.04.2018,,,,,,8 Amaiteng Mulia,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.09.04.2019,,,,,,9 Lugu,,
11.09.04.2020,,,,,,10 Sefoyan,,
11.09.04.2021,,,,,,11 Ganting,,
11.09.04.2022,,,,,,12 Kuala Makmur,,
11.09.04.2023,,,,,,13 Ujung Tinggi,,
11.09.04.2024,,,,,,14 Air Pinang,,
11.09.04.2025,,,,,,15 Pulau Siumat,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.09.04.2026,,,,,,16 Kota Batu,,
,,,,,,,,
