K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Waikoka,,
,,,,,,Tubang,,"Perda No. 4/2006, Menjadi wil. Kec. Taliabu -Timur, Perda No. 2/2006"
,,,,,,Waikadai Sula,,
82.05.06,,,,4Mangoli Barat,-,7,,
82.05.06.2001,,,,,,1 Dofa,,
82.05.06.2002,,,,,,2 Lekokadai,,
82.05.06.2003,,,,,,3 Lekosula,,
,,,,,,Falabisahaya,,"Menjadi wil. Kec. Mangoli Utara, Perda No. 2/2006"
,,,,,,Kaporo,,"Menjadi wil. Kec. Mangoli Selatan, Perda No. 2/2006"
,,,,,,Waikafia,,"Menjadi wil. Kec. Mangoli Selatan, Perda No. 2/2006"
,,,,,,Buya,,"Menjadi wil. Kec. Mangoli Selatan, Perda No. 2/2006"
,,,,,,Auponhia,,"Menjadi wil. Kec. Mangoli Selatan, Perda No. 2/2006"
82.05.06.2009,,,,,,4 Pas Ipa,,
,,,,,,Modapia (DB),,"Menjadi wil. Kec. Mangoli Utara, Perda No. 2/2006"
,,,,,,Modapuhi,,"Menjadi wil. Kec. Mangoli Utara, Perda No. 2/2006"
,,,,,,Pastabulu,,"Menjadi wil. Kec. Mangoli Utara, Perda No. 2/2006"
,,,,,,Wailab,,"Menjadi wil. Kec. Mangoli Selatan, Perda No. 2/2006"
82.05.06.2014,,,,,,5 Pelita,,
,,,,,,Sanihaya,,"Perda No. 4/2006, Menjadi wil. Kec. Mangoli Utara, Perda No. 2/2006"
,,,,,,Minaluli,,"Perda No. 4/2006, Menjadi wil. Kec. Mangoli Utara, Perda No. 2/2006"
82.05.06.2017,,,,,,6 Johor,,Perda No. 4/2006
82.05.06.2018,,,,,,7 Lelyaba,,Perda No. 4/2006
82.05.07,,,,5Sulabesi Tengah,-,6,,Perda No. 2/2006
82.05.07.2001,,,,,,1 Waiboga,,Semula wil. Kec. Sanana
82.05.07.2002,,,,,,2 Soamole,,Semula wil. Kec. Sanana
82.05.07.2003,,,,,,3 Waiman,,Semula wil. Kec. Sanana
82.05.07.2004,,,,,,4 Fat Iba,,Semula wil. Kec. Sanana
82.05.07.2005,,,,,,5 Bega,,Semula wil. Kec. Sanana
82.05.07.2006,,,,,,6 Manaf,,Semula wil. Kec. Sanana
82.05.08,,,,6Sulabesi Timur,-,6,,Perda No. 2/2006
82.05.08.2001,,,,,,1 Waigoiyofa,,Semula wil. Kec. Sanana
82.05.08.2002,,,,,,2 Baleha,,Semula wil. Kec. Sanana
82.05.08.2003,,,,,,3 Fatkauyon,,Semula wil. Kec. Sanana
82.05.08.2004,,,,,,4 Wailia,,Semula wil. Kec. Sanana
82.05.08.2005,,,,,,5 Sama,,Semula wil. Kec. Sanana
82.05.08.2006,,,,,,6 Waisepa,,Semula wil. Kec. Sanana
82.05.09,,,,7Sulabesi Selatan,-,5,,Perda No. 2/2006
82.05.09.2001,,,,,,1 Waigai,,Semula wil. Kec. Sulabesi Barat
82.05.09.2002,,,,,,2 Fuata,,Semula wil. Kec. Sulabesi Barat
82.05.09.2003,,,,,,3 Wainib,,Semula wil. Kec. Sulabesi Barat
