K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92,PAPUA BARAT,,,,,,,
92.06,KAB. TELUK BINTUNI,,,24,2,115,"19.943,285","Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
92.06.01,,,,1Bintuni,2,6,,
92.06.01.1001,,,,,1Bintuni Timur,,,
92.06.01.1002,,,,,2Bintuni Barat,,,
,,,,,,Atibo Manimeri,,"Menjadi wil. Kec. Manimeri, Perda No. 3/2007"
92.06.01.2004,,,,,,1 Tuasai,,
92.06.01.2005,,,,,,2 Argosigemerai,,
,,,,,,Karano Jaya,,"Menjadi wil. Kec. Manimeri, Perda No. 3/2007"
,,,,,,Banjar Ausoy,,"Menjadi wil. Kec. Manimeri, Perda No. 3/2007"
,,,,,,Pasamai,,"Menjadi wil. Kec. Manimeri, Perda No. 3/2007"
92.06.01.2009,,,,,,3 Beimes,,
92.06.01.2010,,,,,,4 Iguriji,,
,,,,,,Waraitama,,"Menjadi wil. Kec. Manimeri, Perda No. 3/2007"
,,,,,,Tisaida,,"Menjadi wil. Kec. Tuhiba, Perda No. 3/2007"
,,,,,,Sibena Permai,,"Menjadi wil. Kec. Tuhiba, Perda No. 3/2007"
,,,,,,Sibena Raya,,"Menjadi wil. Kec. Tuhiba, Perda No. 3/2007"
,,,,,,Sibena II,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
,,,,,,Tembuni,,Menjadi wil. Kec. Tembuni
,,,,,,Tuhiba,,"Menjadi wil. Kec. Tuhiba, Perda No. 3/2007"
,,,,,,Homa,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
,,,,,,Mogoi Baru,,Menjadi wil. Kec. Tembuni
,,,,,,Araisum,,Menjadi wil. Kec. Tembuni
,,,,,,Tisaida,,"Menjadi wil. Kec. Tuhiba, Perda No. 3/2007"
92.06.01.2022,,,,,,5 Masina,,
,,,,,,Kucir,,"Menjadi wil. Kec. Tuhiba, Perda No. 3/2007"
,,,,,,Bangun Mulyo,,Menjadi wil. Kec. Tembuni
,,,,,,Bumi Saniari,,"Menjadi wil. Kec. Manimeri, Perda No. 3/2007"
92.06.01.2026,,,,,,6 Wesiri,,
,,,,,,Cumnaji,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
,,,,,,Menci,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
,,,,,,Sir,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
,,,,,,Huss,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
,,,,,,Ugdohop,,"Menjadi wil. Kec. Dataran Beimes, Perda No. 3/2007"
92.06.02,,,,2Merdey,-,9,,
92.06.02.2001,,,,,,1 Merdey,,
92.06.02.2002,,,,,,2 Meryeb,,
,,,,,,,,
