K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
31,DKI JAKARTA,,,,,,,
31.73,KOTA ADM. JAKARTA BARAT,,,8,56,0,"125,000","UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
31.73.01,,,,1Cengkareng,6,-,,
31.73.01.1001,,,,,1Cengkareng Barat,,,
31.73.01.1002,,,,,2Duri Kosambi,,,
31.73.01.1003,,,,,3Rawa Buaya,,,
31.73.01.1004,,,,,4Kedaung Kali Angke,,,
31.73.01.1005,,,,,5Kapuk,,,
31.73.01.1006,,,,,6Cengkareng Timur,,,
31.73.02,,,,2Grogol Petamburan,7,-,,
31.73.02.1001,,,,,1Grogol,,,
31.73.02.1002,,,,,2Tanjung Duren Utara,,,
31.73.02.1003,,,,,3Tomang,,,
31.73.02.1004,,,,,4Jelambar,,,
31.73.02.1005,,,,,"5Tanjung Duren
Selatan",,,
31.73.02.1006,,,,,6Jelambar Baru,,,
31.73.02.1007,,,,,7Wijaya Kusuma,,,
31.73.03,,,,3Taman Sari,8,-,,
31.73.03.1001,,,,,1Taman Sari,,,
31.73.03.1002,,,,,2Krukut,,,
31.73.03.1003,,,,,3Maphar,,,
31.73.03.1004,,,,,4Tangki,,,
31.73.03.1005,,,,,5Mangga Besar,,,
31.73.03.1006,,,,,6Keagungan,,,
31.73.03.1007,,,,,7Glodok,,,
31.73.03.1008,,,,,8Pinangsia,,,
31.73.04,,,,4Tambora,11,-,,
31.73.04.1001,,,,,1Tambora,,,
31.73.04.1002,,,,,2Kali Anyar,,,
31.73.04.1003,,,,,3Duri Utara,,,
31.73.04.1004,,,,,4Tanah Sereal,,,
31.73.04.1005,,,,,5Krendang,,,
31.73.04.1006,,,,,6Jembatan Besi,,,
31.73.04.1007,,,,,7Angke,,,
31.73.04.1008,,,,,8Jembatan Lima,,,
,,,,,,,,
