K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.18.04.2021,,,,,,21 Cot Geurefai,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.18.04.2022,,,,,,22 Muko Dayah,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.18.04.2023,,,,,,23 Meuko Buloh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.18.04.2024,,,,,,24 Peulakan Tunong,,
11.18.04.2025,,,,,,25 Adan,,
11.18.04.2026,,,,,,"26 Meugit Kayee
Panyang",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.18.04.2027,,,,,,27 Meugit Sagoe,,
11.18.04.2028,,,,,,28 Meurandeh Alue,,
11.18.04.2029,,,,,,29 Reudeup Melayu,,
11.18.04.2030,,,,,,30 Meunasah Paku,,
11.18.04.2031,,,,,,31 Jeulanga Mata Ie,,
11.18.04.2032,,,,,,32 Jeulanga Mesjid,,
11.18.04.2033,,,,,,33 Pulo Gapu,,
11.18.04.2034,,,,,,34 Blang Miroe,,
11.18.04.2035,,,,,,35 Beurasan,,
11.18.04.2036,,,,,,36 Cot Keng,,
11.18.04.2037,,,,,,37 Krueng Kiran,,
11.18.04.2038,,,,,,38 Asan Kumbang,,
11.18.04.2039,,,,,,39 Drien Bungong,,
11.18.04.2040,,,,,,40 Peulakan Cibrek,,"Perbaikan nama desa semula Peulakan Cebrek menjadi Peulakan
Cibrek, sesuai:
Qanun No. 2 Tahun 2022; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.18.04.2041,,,,,,41 Paya Tunong,,
11.18.04.2042,,,,,,42 Peulakan Tambo,,
11.18.04.2043,,,,,,43 Paya Baroh,,
11.18.04.2044,,,,,,44 Meuko Baroh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.18.04.2045,,,,,,45 Kuta Krueng,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.18.05,,,,5Meurah Dua,-,19,,Semula wil. Kab. Pidie
11.18.05.2001,,,,,,1 Lhok Sandeng,,
11.18.05.2002,,,,,,2 Sarah Mane,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.18.05.2003,,,,,,3 Seunong,,
,,,,,,,,
