K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.05.02.2006,,,,,,6 Sungai Buluah Barat,,"Pemekaran sebagian wil Desa Sungai Buluah, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.02.2007,,,,,,7 Sungai Buluah Utara,,"Pemekaran sebagian wil Desa Sungai Buluah, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.02.2008,,,,,,"8 Sungai Buluah
Selatan",,"Pemekaran sebagian wil Desa Sungai Buluah, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.03,,,,3Nan Sabaris,-,9,,
13.05.03.2001,,,,,,1 Kapalo Koto,,
13.05.03.2002,,,,,,2 Pauh Kambar,,
13.05.03.2003,,,,,,3 Padang Bintungan,,
13.05.03.2004,,,,,,4 Kurai Taji,,
13.05.03.2005,,,,,,5 Sunua,,
13.05.03.2006,,,,,,"6 Padang Kandang
Pulau Air Padang
Bintungan",,"Pemekaran sebagian wil Desa Padang Bintungan, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.03.2007,,,,,,7 Sunua Tengah,,"Pemekaran sebagian wil Desa Sunua, Perda No. 1/2013, Rekomendasi
Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No Kode Wilayah
Adm Pemerintahan Nagari tgl 26 Mei 2016 dan Rekomendasi Ditjen
Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.03.2008,,,,,,8 Sunua Barat,,"Pemekaran sebagian wil Desa Sunua, Perda No. 1/2013, Rekomendasi
Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No Kode Wilayah
Adm Pemerintahan Nagari tgl 26 Mei 2016 dan Rekomendasi Ditjen
Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.03.2009,,,,,,9 Kurai Taji Timur,,"Pemekaran sebagian wil Desa Kurai Taji, Perda No. 1/2013,
Rekomendasi Gubernur Sumbar No. 120/453PEM-2016 hal Usulan No
Kode Wilayah Adm Pemerintahan Nagari tgl 26 Mei 2016 dan
Rekomendasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
13.05.04,,,,"42 x 11 Enam
Lingkuang",-,3,,
,,,,,,Pakanbaru,,
13.05.04.2002,,,,,,1 Sicincin,,
13.05.04.2003,,,,,,2 Lubuk Pandan,,
13.05.04.2004,,,,,,3 Sungai Asam,,
,,,,,,Anduring,,
,,,,,,Guguk,,
,,,,,,,,
