K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.24.16.2014,,,,,,14 Gebanganom,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016"
33.24.16.2015,,,,,,15 Gempolsewu,,
33.24.16.2016,,,,,,16 Sendangsikucing,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016"
33.24.17,,,,17Kangkung,-,15,,
33.24.17.2001,,,,,,1 Truko,,
33.24.17.2002,,,,,,2 Lebosari,,
33.24.17.2003,,,,,,3 Kadilangu,,
33.24.17.2004,,,,,,4 Gebanganomwetan,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016.
Perbaikan nama desa semula Gembonganomwetan menjadi
Gebanganomwetan sesuai Perda Kab. Kendal No.1/2016."
33.24.17.2005,,,,,,5 Kaliyoso,,
33.24.17.2006,,,,,,6 Sukodadi,,
33.24.17.2007,,,,,,7 Sendang Kulon,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016.
Perbaikan nama desa semula Sendangkulon menjadi Sendang Kulon
sesuai Perda Kab. Kendal No.1/2016."
33.24.17.2008,,,,,,8 Sendang Dawung,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016.
Perbaikan nama desa semula Sendangdawung menjadi Sendang
Dawung sesuai Perda Kab. Kendal No.1/2016."
33.24.17.2009,,,,,,9 Laban,,
33.24.17.2010,,,,,,10 Karangmalang Wetan,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016.
Perbaikan nama desa semula Karangmalangwetan menjadi
Karangmalang Wetan sesuai Perda Kab. Kendal No.1/2016."
33.24.17.2011,,,,,,11 Jungsemi,,
33.24.17.2012,,,,,,12 Kangkung,,
33.24.17.2013,,,,,,13 Tanjungmojo,,
33.24.17.2014,,,,,,14 Rejosari,,
33.24.17.2015,,,,,,15 Kalirejo,,
33.24.18,,,,18Ringinarum,-,12,,
33.24.18.2001,,,,,,1 Ngerjo,,
33.24.18.2002,,,,,,2 Kedungasri,,"Koreksi Srt Sekda Kab Kendal No. 060/589/Tepem/2016 tgl.21 Maret
2016. Koreksi nama 'Kedungsari' Srt Ditjen Pemdes No 140/5118/bpd
tgl 18 juli 2019 ttg Daftar Perbaikan Redaksional Nama Desa Th 2019"
33.24.18.2003,,,,,,3 Kedunggading,,
33.24.18.2004,,,,,,4 Ringinarum,,
33.24.18.2005,,,,,,5 Ngawensari,,
33.24.18.2006,,,,,,6 Tejorejo,,
33.24.18.2007,,,,,,7 Wungurejo,,
33.24.18.2008,,,,,,8 Rowobranten,,
,,,,,,,,
