K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15,JAMBI,,,,,,,
15.09,KAB. TEBO,,,12,7,122,"6.103,737","Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
15.09.01,,,,1Tebo Tengah,2,10,,
15.09.01.1001,,,,,1Muara Tebo,,,"Perbaikan nama kel. semula Matebo menjadi Muara Tebo, sesuai:
Surat Pernyataan Bup. Tebo No. 146.4/1410/Setda.Pem/2022 tgl 12
September 2022; dan
Surat Bup. Tebo No. 146.2/454/Setda.Pem tgl 20 April 2022."
15.09.01.1002,,,,,2Tebing Tinggi,,,
15.09.01.2003,,,,,,1 Bedaro Rampak,,
15.09.01.2004,,,,,,2 Mangun Jayo,,
15.09.01.2005,,,,,,3 Teluk Pandak,,
15.09.01.2006,,,,,,4 Tengah Ulu,,
15.09.01.2007,,,,,,5 Semabu,,
15.09.01.2008,,,,,,6 Kandang,,
15.09.01.2009,,,,,,7 Pelayang,,
15.09.01.2010,,,,,,8 Sungai Keruh,,
15.09.01.2011,,,,,,9 Aburan Batang Tebo,,
15.09.01.2012,,,,,,10 Sungai Alai,,
15.09.02,,,,2Tebo Ilir,1,11,,
15.09.02.1001,,,,,1Sungai Bengkal,,,
15.09.02.2002,,,,,,1 Sungai Aro,,
15.09.02.2003,,,,,,2 Teluk Rendah Pasar,,
15.09.02.2004,,,,,,3 Teluk Rendah Ulu,,
15.09.02.2005,,,,,,4 Teluk Rendah Ilir,,
,,,,,,Tanah garo,,"Menjadi wil. Kec.Muara Tabir, Perda No.17/2004"
,,,,,,Pintas Tuo,,"Menjadi wil. Kec.Muara Tabir, Perda No.17/2004"
15.09.02.2008,,,,,,5 Tuo Ilir,,
,,,,,,Embacang Gedang,,"Menjadi wil. Kec.Muara Tabir, Perda No.17/2004"
,,,,,,Bangun Serantan,,"Menjadi wil. Kec.Muara Tabir, Perda No.17/2004"
15.09.02.2011,,,,,,"6 Betung Bedarah
Timur",,
15.09.02.2012,,,,,,"7 Betung Bedarah
Barat",,
,,,,,,Tambun Arang,,"Menjadi wil. Kec.Muara Tabir, Perda No.17/2004"
15.09.02.2014,,,,,,8 Kunangan,,
15.09.02.2015,,,,,,9 Muara ketalo,,"Perbaikan nama sesuai Surat Pemkab No. 140/140/PKD/2017 tgl 9 Mei
2017 hal Revisi Kepmendagri No.140-9756 Thn 2016 dan Rekomedasi
Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
,,,,,,Sungai Jernih,,"Menjadi wil. Kec.Muara Tabir, Perda No.17/2004"
,,,,,,,,
