K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.07.02.2012,,,,,,12 Tanjung Morawa-B,,"Perbaikan nama desa semula Tanjung Morawa B menjadi Tanjung
Morawa-B sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.07.02.2013,,,,,,13 Dagang Kerawan,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.02.2014,,,,,,14 Tanjung Morawa-A,,"Perbaikan nama desa semula Tanjung Morawa A menjadi Tanjung
Morawa-A sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.07.02.2015,,,,,,15 Buntu Bedimbar,,"Perbaikan nama desa semula Buntu Badimbar menjadi Buntu Bedimbar
sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus
2022."
12.07.02.2016,,,,,,16 Bangun Sari,,
12.07.02.2017,,,,,,17 Dagang Kelambir,,
12.07.02.2018,,,,,,18 Dalu Sepuluh-A,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.02.2019,,,,,,19 Dalu Sepuluh-B,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.02.2020,,,,,,20 Wonosari,,
12.07.02.2021,,,,,,21 Perdamean,,
12.07.02.2022,,,,,,22 Penara Kebun,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.02.2023,,,,,,23 Bangun Sari Baru,,
12.07.02.2024,,,,,,24 Telaga Sari,,
12.07.02.2025,,,,,,25 Tanjung Baru,,
12.07.02.1026,,,,,"1Pekan Tanjung
Morawa",,,"Perbaikan nama kel. semula Pekan Tg Morawa menjadi Pekan Tanjung
Morawa sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.07.03,,,,3Sibolangit,-,30,,
12.07.03.2001,,,,,,1 Bandar Baru,,
12.07.03.2002,,,,,,2 Batu Layang,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.03.2003,,,,,,3 Batu Mbelin,,
12.07.03.2004,,,,,,4 Betimus Mbaru,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.03.2005,,,,,,5 Bengkurung,,
12.07.03.2006,,,,,,6 Bingkawan,,
12.07.03.2007,,,,,,7 Buah Nabar,,
12.07.03.2008,,,,,,8 Bukum,,
12.07.03.2009,,,,,,9 Buluh Awar,,
,,,,,,,,
