K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.06.13.2001,,,,,,1 Langkema,,Semula wil. Kec. Kabaena
74.06.13.2002,,,,,,2 Batuawu,,Semula wil. Kec. Kabaena
74.06.13.2003,,,,,,3 Pongkalaero,,Semula wil. Kec. Kabaena
74.06.13.2004,,,,,,4 Puu Nunu,,Perda No. 7/2006
74.06.14,,,,14Kabaena Barat,1,4,,
74.06.14.1001,,,,,1Sikeli,,,Semula wil. Kec. Kabaena
74.06.14.2002,,,,,,1 Baliara,,Semula wil. Kec. Kabaena
74.06.14.2003,,,,,,2 Rahantari,,Semula wil. Kec. Kabaena
74.06.14.2004,,,,,,3 Baliara Kepulauan,,Perda No. 7/2006
74.06.14.2005,,,,,,4 Baliara Selatan,,Perda No. 22/2007
74.06.15,,,,15Kabaena Utara,-,6,,
74.06.15.2001,,,,,,1 Mapila,,Semula wil. Kec. Kabaena
74.06.15.2002,,,,,,2 Wumbulasa,,Semula wil. Kec. Kabaena
74.06.15.2003,,,,,,3 Sangia Makmur,,Semula wil. Kec. Kabaena
74.06.15.2004,,,,,,4 Eemokolo,,Semula wil. Kec. Kabaena
74.06.15.2005,,,,,,5 Tedubara,,Semula wil. Kec. Kabaena
74.06.15.2006,,,,,,6 Larolanu,,Perda No. 8/2006
74.06.16,,,,16Kabaena Tengah,-,7,,
74.06.16.2001,,,,,,1 Lamonggi,,Semula wil. Kec. Kabaena
74.06.16.2002,,,,,,2 Tangkeno,,"Semula wil. Kec. Kabaena, Perubahan nama dari Desa Enano, Perda
No. 18/2012"
74.06.16.2003,,,,,,3 Lengora,,Semula wil. Kec. Kabaena
74.06.16.2004,,,,,,4 Enano,,"Semula wil. Kec. Kabaena, Perubahan nama Desa Tangkeno, Perda
No. 18/2012"
74.06.16.2005,,,,,,5 Ulungkura,,Semula wil. Kec. Kabaena
74.06.16.2006,,,,,,6 Lengora Selatan,,Perda No. 9/2006
74.06.16.2007,,,,,,7 Lengora Pantai,,Perda No. 9/2006
74.06.17,,,,17Kep. Masaloka Raya,-,5,,
74.06.17.2001,,,,,,1 Masaloka,,Semula wil. Kec. Rumbia
74.06.17.2002,,,,,,2 Batu Lamburi,,Semula wil. Kec. Rumbia
74.06.17.2003,,,,,,3 Masaloka Selatan,,Perda No. 2/2006
74.06.17.2004,,,,,,4 Masaloka Timur,,Perda No. 2/2006
74.06.17.2005,,,,,,5 Masaloka Barat,,Perda No. 2/2006
74.06.18,,,,18Rumbia Tengah,3,2,,
74.06.18.1001,,,,,1Lauru,,,Semula wil. Kec. Rumbia
74.06.18.1002,,,,,2Poea,,,Perda No. 9/2006
74.06.18.1003,,,,,3Kampung Baru,,,Perda No. 9/2006
74.06.18.2004,,,,,,1 Tapuhahi,,Perda No. 14/2006
74.06.18.2005,,,,,,2 Lampata,,Perda No. 14/2006
74.06.19,,,,19Poleang Tengah,-,4,,
,,,,,,,,
