K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72,SULAWESI TENGAH,,,,,,,
72.06,KAB. MOROWALI,,,9,7,126,"4.486,891","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,,,Moris Atas,,,,Menjadi wil. Kab. Morowali Utara UU. No. 12/2013
,,,,,,Saemba,,
,,,,,,Lee,,
,,,,,,Kasingoli,,
,,,,,,Gontara,,
,,,,,,Labutan,,"Koreksi nama desa Surat Bupati Morowali no.
954/0180/ADPUM/VIII/2012"
,,,,,,Londi,,
,,,,,,Taende,,
,,,,,,Ensa,,
,,,,,,Kolaka,,
,,,,,,Peonea,,
,,,,,,Lanumor,,
,,,,,,Wowondula,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Tabarano,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Lembontonara,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Tiwaa,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Tamonjengi,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Mayumba,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Peleru,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Era,,Menjadi wil Kec. Mori Utara Perda No. 7/2008
,,,,,,Tomui Karya,,
,,,,,,Saemba Walati,,
,,,,,,Pambarea,,
,,,,,,Tomata,,
,,,,Lembo,,,,Menjadi wil. Kab. Morowali Utara UU. No. 12/2013
,,,,,,Petumbea,,Menjadi wil Kec. Lembo Raya Perda No. 5/2011
,,,,,,Ronta,,Menjadi wil Kec. Lembo Raya Perda No. 5/2011
,,,,,,Korowou,,
,,,,,,Po'ona,,Menjadi wil Kec. Lembo Raya Perda No. 5/2011
,,,,,,Lembobelala,,Menjadi wil Kec. Lembo Raya Perda No. 5/2011
,,,,,,Lembobaru,,
,,,,,,Wawopada,,
,,,,,,Waraa,,
,,,,,,Tingkeao,,
,,,,,,,,
