K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
82.06.09.2006,,,,,,6 Pumlanga,,Semula wil. Kec. Maba
82.06.09.2007,,,,,,7 Jara-jara,,Semula wil. Kec. Maba
82.06.09.2008,,,,,,8 Doromoi,,Pemekaran desa Perda No. 2/2012
82.06.09.2009,,,,,,9 Lili,,Pemekaran desa Perda No. 2/2012
82.06.09.2010,,,,,,10 Patlean Jaya,,Pemekaran desa Perda No. 2/2012
82.06.10,,,,10Kota Maba,-,6,,Perda No. 4/2006
82.06.10.2001,,,,,,1 Wailukum,,"Semula wil. Kec. Maba Selatan.
Perbaikan nama desa semula Wai Lukum menjadi Wailukum sesuai
Perda Kab. Halmahera Timur No.3 Tahun 2006."
82.06.10.2002,,,,,,2 Soalaipoh,,"Semula wil. Kec. Maba Selatan.
Perbaikan nama desa semula Soa Laipoh menjadi Soalaipoh sesuai
Perda Kab. Halmahera Timur No.3 Tahun 2006."
82.06.10.2003,,,,,,3 Soasangaji,,"Semula wil. Kec. Maba Selatan.
Perbaikan nama desa semula Soa Sangaji menjadi Soasangaji sesuai
Perda Kab. Halmahera Timur No.3 Tahun 2006."
82.06.10.2004,,,,,,4 Soagimalaha,,Semula wil. Kec. Maba Selatan
82.06.10.2005,,,,,,5 Maba Sangaji,,Semula wil. Kec. Maba Selatan
82.06.10.2006,,,,,,6 Tewil,,Pemekaran desa Perda No. 2/2012
