K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.12,KAB. INDRAMAYU,,,31,8,309,"2.076,056","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.12.01,,,,1Haurgeulis,-,10,,
,,,,,,Bantarwaru,,Menjadi wil. Kec. Gantar
,,,,,,Sanca,,Menjadi wil. Kec. Gantar
,,,,,,Mekarjaya,,Menjadi wil. Kec. Gantar
,,,,,,Gantar,,Menjadi wil. Kec. Gantar
,,,,,,Situraja,,Menjadi wil. Kec. Gantar
,,,,,,Balereja,,Menjadi wil. Kec. Gantar
32.12.01.2007,,,,,,1 Haurkolot,,
32.12.01.2008,,,,,,2 Haurgeulis,,
32.12.01.2009,,,,,,3 Sukajati,,
32.12.01.2010,,,,,,4 Wanakaya,,
32.12.01.2011,,,,,,5 Karangtumaritis,,
32.12.01.2012,,,,,,6 Kertanegara,,
32.12.01.2013,,,,,,7 Cipancuh,,
32.12.01.2014,,,,,,8 Mekarjati,,
32.12.01.2015,,,,,,9 Sidadadi,,Koreksi nama desa Perda No. 11/2013
32.12.01.2016,,,,,,10 Sumbermulya,,
32.12.02,,,,2Kroya,-,9,,
32.12.02.2001,,,,,,1 Tanjungkerta,,
32.12.02.2002,,,,,,2 Kroya,,
32.12.02.2003,,,,,,3 Sumbon,,
32.12.02.2004,,,,,,4 Sukamelang,,
32.12.02.2005,,,,,,5 Temiyang,,
32.12.02.2006,,,,,,6 Tamiyangsari,,
32.12.02.2007,,,,,,7 Jayamulya,,
32.12.02.2008,,,,,,8 Sukaslamet,,Koreksi nama desa Perda No. 11/2013
32.12.02.2009,,,,,,9 Sumberjaya,,Perda No. 4/2009
32.12.03,,,,3Gabuswetan,-,10,,
32.12.03.2001,,,,,,1 Kedungdawa,,Koreksi nama desa Perda No. 11/2013
32.12.03.2002,,,,,,2 Babakanjaya,,Koreksi nama desa Perda No. 11/2013
32.12.03.2003,,,,,,3 Gabus Kulon,,
32.12.03.2004,,,,,,4 Sekarmulya,,Koreksi nama desa Perda No. 11/2013
32.12.03.2005,,,,,,5 Kedokangabus,,Koreksi nama desa Perda No. 11/2013
32.12.03.2006,,,,,,6 Rancamulya,,
32.12.03.2007,,,,,,7 Rancahan,,
,,,,,,,,
