NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XV,35,JAWA TIMUR,,29,9,666,773,7721,48.037,41.144.067,
,35.01,1 KAB. PACITAN,Pacitan,,,12,5,167,1.434,598.934,"Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.01.01,1 Donorojo,,,,,,12,,,
,35.01.02,2 Pringkuku,,,,,,13,,,
,35.01.03,3 Punung,,,,,,13,,,
,35.01.04,4 Pacitan,,,,,5,20,,,
,35.01.05,5 Kebonagung,,,,,,19,,,
,35.01.06,6 Arjosari,,,,,,17,,,
,35.01.07,7 Nawangan,,,,,,9,,,
,35.01.08,8 Bandar,,,,,,8,,,
,35.01.09,9 Tegalombo,,,,,,11,,,
,35.01.10,10 Tulakan,,,,,,17,,,
,35.01.11,11 Ngadirojo,,,,,,18,,,
,35.01.12,12 Sudimoro,,,,,,10,,,
,35.02,2 KAB. PONOROGO,Ponorogo,,,21,26,281,1.419,970.004,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.02.01,1 Slahung,,,,,,22,,,
,35.02.02,2 Ngrayun,,,,,,11,,,
,35.02.03,3 Bungkal,,,,,,19,,,
,35.02.04,4 Sambit,,,,,,16,,,
,35.02.05,5 Sawoo,,,,,,14,,,
,35.02.06,6 Sooko,,,,,,6,,,
,35.02.07,7 Pulung,,,,,,18,,,
,35.02.08,8 Mlarak,,,,,,15,,,
,35.02.09,9 Jetis,,,,,,14,,,
,35.02.10,10 Siman,,,,,2,16,,,
,35.02.11,11 Balong,,,,,,20,,,
,35.02.12,12 Kauman,,,,,,16,,,
,35.02.13,13 Badegan,,,,,,10,,,
,35.02.14,14 Sampung,,,,,,12,,,
,35.02.15,15 Sukorejo,,,,,,18,,,
,35.02.16,16 Babadan,,,,,3,12,,,
