NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6","76.01
76.02
76.03
76.04
76.05
76.06","KAB. PASANGKAYU
KAB. MAMUJU
KAB. MAMASA
KAB. POLEWALI MANDAR
KAB. MAJENE
KAB. MAMUJU TENGAH","12
11
17
16
8
5","4
13
13
23
20
0","59
88
168
144
62
54","2.903,183
4.942,252
3.015,945
2.074,118
900,916
2.758,335","192.251
282.033
164.329
488.857
181.031
138.685","PP No. 61 Tahun 2017 tentang Perubahan Nama Kab. Mamuju Utara Menjadi Kab. Pasangkayu di Provinsi Sulawesi Barat.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Perubahan nama Kab. Polewali Mamasa, PP No. 74/2005.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022."
,,JUMLAH,69,73,575,"16.594,749",1.447.186,
