NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,16.06.07,7 Sungai Lilin,,,,,2,13,,,
,16.06.08,8 Keluang,,,,,1,13,,,
,16.06.09,9 Bayung Lencir,,,,,2,21,,,
,16.06.10,10 Plakat Tinggi,,,,,,15,,,Perda No.32/2005
,16.06.11,11 Lalan,,,,,,27,,,Perda No.32/2005
,16.06.12,12 Tungkal Jaya,,,,,,16,,,Pemekaran Kec Bayung Lencir Perda No 12/2010
,16.06.13,13 Lawang Wetan,,,,,,15,,,Pemekaran Kec Babat Toman Perda No 12/2010
,16.06.14,14 Babat Supat,,,,,,16,,,Pemekaran Kec Sungai Lilin Perda No 12/2010
,16.06.15,15 Jirak Jaya,,,,,,12,,,Pemekaran sebagian wil Kec. Sungai Keruh Perda No. 14/2017
,16.07,7 KAB. BANYUASIN,Pangkalan Balai,,,21,25,288,12.263,826.755,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,16.07.01,1 Banyuasin I,,,,,2,11,,,
,16.07.02,2 Banyuasin II,,,,,,10,,,
,16.07.03,3 Banyuasin III,,,,,5,21,,,
,16.07.04,4 Pulau Rimau,,,,,,17,,,
,16.07.05,5 Betung,,,,,3,9,,,
,16.07.06,6 Rambutan,,,,,1,19,,,
,16.07.07,7 Muara Padang,,,,,,15,,,
,16.07.08,8 Muara Telang,,,,,,16,,,
,16.07.09,9 Makarti Jaya,,,,,1,11,,,
,16.07.10,10 Talang Kelapa,,,,,13,6,,,
,16.07.11,11 Rantau Bayur,,,,,,21,,,
,16.07.12,12 Tanjung Lago,,,,,,15,,,Perda No. 22/2006
,16.07.13,13 Muara Sugihan,,,,,,22,,,Perda No. 22/2006
,16.07.14,14 Air Salek,,,,,,14,,,Perda No. 2/2006
,16.07.15,15 Tungkal Ilir,,,,,,14,,,Perda No. 2/2006
,16.07.16,16 Suak Tapeh,,,,,,11,,,Pemekaran Kec. Perda No. 4/2011
,16.07.17,17 Sembawa,,,,,,11,,,Pemekaran Kec. Perda No. 4/2011
,16.07.18,18 Sumber Marga Telang,,,,,,10,,,"Pemekaran sebagian wil Kec. Muara Telang, Perda No. 10/2012"
,16.07.19,19 Air Kumbang,,,,,,16,,,"Pemekaran sebagian wil Kec. Banyuasin I, Perda No. 10/2012"
,16.07.20,20 Karang Agung Ilir,,,,,,7,,,"Pemekaran sebagian wil Kec. Banyuasin II, sesuai Perda No. 15/2017
ttg Perubahan atas Perda No. 5/2016 ttg Pembentukan Kec dlm
Kab.Banyuasin, Surat Gub No. 130/2259/I/2018 tgl 26 Okt 2018,
Rekomendasi Dit.Dekon No. 1135/TU/DK/SDV/2018 tgl 27 Nov 2018"
