K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.74,KOTA LANGSA,,,5,0,66,"224,235","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.74.01,,,,1Langsa Timur,-,16,,
,,,,,,Pondok Kemuning,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Seulalah,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Pondok Pabrik,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Sidorejo,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Sidodadi,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Meurandeh,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
11.74.01.2007,,,,,,1 Buket Medang Ara,,
,,,,,,Asam Peutik,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
11.74.01.2009,,,,,,2 Matang Seutui,,
11.74.01.2010,,,,,,3 Buket Pulo,,
11.74.01.2011,,,,,,4 Matang Panyang,,
11.74.01.2012,,,,,,5 Simpang Wie,,
11.74.01.2013,,,,,,6 Buket Rata,,
11.74.01.2014,,,,,,7 Buket Meutuah,,
11.74.01.2015,,,,,,8 Alue Merbau,,
11.74.01.2016,,,,,,9 Matang Cengai,,
11.74.01.2017,,,,,,10 Seunubok Antara,,"Perbaikan nama desa semula Seunebok Antara menjadi Seunubok
Antara, sesuai:
Qanun No. 5 Tahun 2007; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.74.01.2018,,,,,,11 Alue Pineung,,
11.74.01.2019,,,,,,12 Sukarejo,,
11.74.01.2020,,,,,,13 Cinta Raja,,
11.74.01.2021,,,,,,14 Sungai Lueng,,
,,,,,,Baroh Langsa Lama,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Baro,,"Menjadi will. Kec. Langsa Lama, Qanun No. 5/2007"
,,,,,,Telaga Tujuh,,"Menjadi wil Kec. Langsa Barat, Qanun No. 5/2007"
11.74.01.2025,,,,,,15 Alue Pineung Timue,,"Pemekaran Desa, Qonun No. 4/2010"
11.74.01.2026,,,,,,16 Kapa,,"Pemekaran Desa, Qonun No. 4/2010"
11.74.02,,,,2Langsa Barat,-,13,,
,,,,,,"Paya Bujok
Seuleumak",,"Menjadi will. Kec. Langsa Baro, Qanun No. 5/2007"
,,,,,,Geudubang Aceh,,"Menjadi will. Kec. Langsa Baro, Qanun No. 5/2007"
,,,,,,Geudubang Jawa,,"Menjadi will. Kec. Langsa Baro, Qanun No. 5/2007"
,,,,,,Paya Bujok Tunong,,"Menjadi will. Kec. Langsa Baro, Qanun No. 5/2007"
,,,,,,,,
