K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61.03.09.2010,,,,,,10 Rahayu,,
61.03.09.2011,,,,,,11 Dosan,,
61.03.09.2012,,,,,,12 Suka Gerundi,,
61.03.09.2013,,,,,,13 Gunam,,
61.03.09.2014,,,,,,14 Marita,,
61.03.10,,,,10Tayan Hulu,-,11,,
61.03.10.2001,,,,,,1 Sosok,,
61.03.10.2002,,,,,,2 Peruan Dalam,,
61.03.10.2003,,,,,,3 Menyabo,,
61.03.10.2004,,,,,,4 Mandong,,
61.03.10.2005,,,,,,5 Janjang,,
61.03.10.2006,,,,,,6 Riyai,,
61.03.10.2007,,,,,,7 Berakak,,
61.03.10.2008,,,,,,8 Engkasan,,
61.03.10.2009,,,,,,9 Pandan Sembuat,,
61.03.10.2010,,,,,,10 Binjai,,
61.03.10.2011,,,,,,11 Kedakas,,
61.03.11,,,,11Tayan Hilir,-,15,,
61.03.11.2001,,,,,,1 Pulau Tayan Utara,,
61.03.11.2002,,,,,,2 Kawat,,
61.03.11.2003,,,,,,3 Pedalaman,,
61.03.11.2004,,,,,,4 Balai Ingin,,
61.03.11.2005,,,,,,5 Lalang,,
61.03.11.2006,,,,,,6 Cempedak,,
61.03.11.2007,,,,,,7 Melugai,,
61.03.11.2008,,,,,,8 Emberas,,
61.03.11.2009,,,,,,9 Beginjan,,"Perbaikan nama sesuai Surat Pemprov Kalbar No.100/0604/Pem-B tgl
28 Februari 2017 hal Rekomendasi Perubahan Nama Desa di Kab.
Sanggau dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
61.03.11.2010,,,,,,10 Sejotang,,
61.03.11.2011,,,,,,11 Sebemban,,
61.03.11.2012,,,,,,12 Subah,,
61.03.11.2013,,,,,,13 Sungai Jaman,,
61.03.11.2014,,,,,,14 Tanjung Bunut,,
61.03.11.2015,,,,,,15 Tebang Benua,,
61.03.12,,,,12Balai,-,12,,
61.03.12.2001,,,,,,1 Hilir,,
61.03.12.2002,,,,,,2 Padi Kaye,,
61.03.12.2003,,,,,,3 Temiang Mali,,
,,,,,,,,
