K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.08.22.2005,,,,,,5 Laras,,
12.08.22.2006,,,,,,6 Naga Jaya II,,
12.08.22.2007,,,,,,7 Tanjung Hataran,,
12.08.22.2008,,,,,,8 Bandar Betsy I,,
12.08.22.2009,,,,,,9 Bandar Betsy II,,
12.08.22.2010,,,,,,10 Naga Soppa,,"Perda 2/2012, Pemekaran sebagian dari wil. Naga Jaya I"
12.08.23,,,,23Bandar,2,14,,
12.08.23.2001,,,,,,1 Pematang Kerasaan,,
12.08.23.2002,,,,,,2 Marihat Bandar,,
12.08.23.2003,,,,,,3 Nagori Bandar,,
12.08.23.2004,,,,,,4 Bandar Rakyat,,
12.08.23.2005,,,,,,5 Bandar Pulo,,
12.08.23.2006,,,,,,6 Bah Lias,,
12.08.23.2007,,,,,,7 Perdagangan II,,"Perbaikan nama desa semula Pardagangan II menjadi Perdagangan II
sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus
2022."
12.08.23.2008,,,,,,8 Perlanaan,,
12.08.23.2009,,,,,,9 Sugarang Bayu,,
12.08.23.2010,,,,,,10 Pem Kerasaan Rejo,,
12.08.23.2011,,,,,,11 Timbaan,,
12.08.23.2012,,,,,,12 Bandar Jawa,,
12.08.23.2013,,,,,,13 Sidotani,,
12.08.23.1014,,,,,1Perdagangan I,,,
12.08.23.1015,,,,,2Perdagangan III,,,PMD
12.08.23.2016,,,,,,14 Landbouw,,"Perda 2/2012, Pemekaran sebagian dari wil. Timbaan"
12.08.24,,,,24Bandar Masilam,-,10,,
12.08.24.2001,,,,,,1 Bandar Masilam,,
12.08.24.2002,,,,,,2 Lias Baru,,
12.08.24.2003,,,,,,3 Bandar Silou,,
12.08.24.2004,,,,,,4 Panombeian Baru,,"Perbaikan nama desa semula Panombean Baru menjadi Panombeian
Baru, sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
12.08.24.2005,,,,,,5 Gunung Serawan,,
12.08.24.2006,,,,,,6 Bandar Masilam II,,
12.08.24.2007,,,,,,7 Partimbalan,,"Perbaikan nama desa semula Patimbalan menjadi Partimbalan, sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
12.08.24.2008,,,,,,8 Bandar Tinggi,,
12.08.24.2009,,,,,,9 Bandar Rejo,,
,,,,,,,,
