Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
36.04.40017,Pulau Salira,,"05°52'46.11"" S 106°03'38.94"" T",TBP
36.04.40018,Pulau Semut,,"05°56'18.52"" S 106°10'11.96"" T",TBP
36.04.40019,Pulau Tarahan,,"05°56'57.97"" S 106°06'56.58"" T",TBP
36.72,KOTA CILEGON,5,,
36.72.40001,Pulau Merak Besar,,"05°56'02.96"" S 105°59'23.58"" T",TBP
36.72.40002,Pulau Merak Kecil,,"05°56'30.77"" S 105°59'50.04"" T",TBP
36.72.40003,Pulau Plorida,,"05°54'06.99"" S 106°00'40.30"" T",TBP
36.72.40004,Pulau Tempurung,,"05°54'07.97"" S 105°55'55.58"" T",TBP
36.72.40005,Pulau Ular,,"06°00'27.85"" S 105°55'40.71"" T",TBP
Jumlah Pulau Provinsi BANTEN,,81,,
