K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.06.22.2002,,,,,,2 Cilangkap,,
32.06.22.2003,,,,,,3 Pasirpanjang,,
32.06.22.2004,,,,,,4 Cibeber,,
32.06.22.2005,,,,,,5 Kamulyan,,
32.06.22.2006,,,,,,6 Manonjaya,,
32.06.22.2007,,,,,,7 Margaluyu,,
32.06.22.2008,,,,,,8 Pasirbatang,,
32.06.22.2009,,,,,,9 Kalimanggis,,
32.06.22.2010,,,,,,10 Margahayu,,
32.06.22.2011,,,,,,11 Batusumur,,
32.06.22.2012,,,,,,12 Gunajaya,,
32.06.23,,,,23Gunungtanjung,-,7,,"Perbaikan nama kecamatan semula Gunung Tanjung menjadi
Gunungtanjung, sesuai:
Surat Bupati Tasikmalaya No. B/0933/PN.03/Tapem/2022 tanggal 27
Mei 2022
PP No. 27 Tahun 1979;
Perda Kab. Tasikmalaya No. 25 Tahun 2000;
Perda Kab. Tasikmalaya No. 05 Tahun 2001; dan
Perda Kab. Tasikmalaya No. 06 Tahun 2001."
32.06.23.2001,,,,,,1 Cinunjang,,
32.06.23.2002,,,,,,2 Gunungtanjung,,
32.06.23.2003,,,,,,3 Bojongsari,,
32.06.23.2004,,,,,,4 Jatijaya,,
32.06.23.2005,,,,,,5 Tanjungsari,,
32.06.23.2006,,,,,,6 Giriwangi,,
32.06.23.2007,,,,,,7 Malatisuka,,
32.06.24,,,,24Singaparna,-,10,,
32.06.24.2001,,,,,,1 Cikunten,,
32.06.24.2002,,,,,,2 Singaparna,,
32.06.24.2003,,,,,,3 Cipakat,,
32.06.24.2004,,,,,,4 Cintaraja,,
32.06.24.2005,,,,,,5 Cikunir,,
32.06.24.2006,,,,,,6 Cikadongdong,,"Perbaikan nama desa semula Cokadongdong menjadi Cikadongdong,
sesuai:
Surat Bupati Tasikmalaya No. B/0933/PN.03/Tapem/2022 Tanggal 27
Mei 2022;
PP Nomor 27 Tahun 1979;
Perda Kabupaten Tasikmalaya Nomor 25 Tahun 2000;
Perda Kabupaten Tasikmalaya Nomor 05 Tahun 2001; dan
Perda Kabupaten Tasikmalaya Nomor 06 Tahun 2001."
32.06.24.2007,,,,,,7 Sukaasih,,
32.06.24.2008,,,,,,8 Sukamulya,,
32.06.24.2009,,,,,,9 Singasari,,
,,,,,,,,
