K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.03.08.2009,,,,,,9 Simpang Peut,,
11.03.08.2010,,,,,,10 Simpang Aneuh,,
11.03.08.2011,,,,,,11 Alue Punti,,
11.03.08.2012,,,,,,12 Alue Kaul,,
11.03.08.2013,,,,,,13 Sarah Teube,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.03.08.2014,,,,,,14 Alue Tuwi,,
11.03.09,,,,9Simpang Ulim,-,23,,
11.03.09.2001,,,,,,1 Peulalu,,
11.03.09.2002,,,,,,2 Nicah Awe,,
11.03.09.2003,,,,,,3 Alue Buloh Sa,,
11.03.09.2004,,,,,,4 Alue Buloh Dua,,
11.03.09.2005,,,,,,5 Teupin Breuh,,
11.03.09.2006,,,,,,6 Matang Rayeuk,,
11.03.09.2007,,,,,,7 Matang Kumbang,,
11.03.09.2008,,,,,,8 Blang Nie,,
,,,,,,Titi Baroh,,
11.03.09.2010,,,,,,9 Bantayan,,
11.03.09.2011,,,,,,10 Matang Weng,,
11.03.09.2012,,,,,,11 Alue Mulieng,,
11.03.09.2013,,,,,,12 Pucok Alue Dua,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.03.09.2014,,,,,,13 Gampong Blang,,
11.03.09.2015,,,,,,14 Keude Tuha,,
11.03.09.2016,,,,,,15 Kuala Simpang Ulim,,
11.03.09.2017,,,,,,16 Lampoh Rayeuk,,
11.03.09.2018,,,,,,17 Teupin Mamplam,,
11.03.09.2019,,,,,,18 Titi Baroh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.03.09.2020,,,,,,19 Pucok Alue Sa,,
11.03.09.2021,,,,,,20 Pucok Alue Barat,,
11.03.09.2022,,,,,,21 Arakundo,,
11.03.09.2023,,,,,,22 Gampong Baro,,
11.03.09.2024,,,,,,23 Matang Seupeng,,Qanun No. 6/2007
11.03.10,,,,10Ranto Peureulak,-,23,,"Perbaikan nama kec. semula Rantau Peureulak menjadi Ranto
Peureulak, sesuai:
PP No. 49 Tahun 1991; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.03.10.2001,,,,,,1 Paya Unou,,
11.03.10.2002,,,,,,2 Seuneubok Johan,,
11.03.10.2003,,,,,,3 Seuneubok Baro,,
11.03.10.2004,,,,,,4 Pulo Blang,,
