K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.10,KAB. KLATEN,,,26,10,391,"701,496","Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.10.01,,,,1Prambanan,-,16,,
33.10.01.2001,,,,,,1 Sengon,,
33.10.01.2002,,,,,,2 Cucukan,,
33.10.01.2003,,,,,,3 Kotesan,,
33.10.01.2004,,,,,,4 Pereng,,
33.10.01.2005,,,,,,5 Kebondalem Kidul,,
33.10.01.2006,,,,,,6 Tlogo,,
33.10.01.2007,,,,,,7 Taji,,
33.10.01.2008,,,,,,8 Sanggrahan,,
33.10.01.2009,,,,,,9 Geneng,,
33.10.01.2010,,,,,,10 Kemudo,,
33.10.01.2011,,,,,,11 Bugisan,,
33.10.01.2012,,,,,,12 Kokosan,,
33.10.01.2013,,,,,,13 Kebondalem Lor,,
33.10.01.2014,,,,,,14 Brajan,,
33.10.01.2015,,,,,,15 Randusari,,
33.10.01.2016,,,,,,16 Joho,,
33.10.02,,,,2Gantiwarno,-,16,,
33.10.02.2001,,,,,,1 Gentan,,
33.10.02.2002,,,,,,2 Karangturi,,
33.10.02.2003,,,,,,3 Jogoprayan,,
33.10.02.2004,,,,,,4 Kragilan,,
33.10.02.2005,,,,,,5 Ngandong,,
33.10.02.2006,,,,,,6 Kerten,,
33.10.02.2007,,,,,,7 Katekan,,
33.10.02.2008,,,,,,8 Sawit,,
33.10.02.2009,,,,,,9 Muruh,,
33.10.02.2010,,,,,,10 Mutihan,,
33.10.02.2011,,,,,,11 Baturan,,
33.10.02.2012,,,,,,12 Mlese,,
33.10.02.2013,,,,,,13 Gesikan,,
33.10.02.2014,,,,,,14 Jabung,,
33.10.02.2015,,,,,,15 Towangsan,,
33.10.02.2016,,,,,,16 Ceporan,,
33.10.03,,,,3Wedi,-,19,,
,,,,,,,,
